group,gene,gold,gold_label,pred,correct,parsed,pmids,raw
famous,EEF1E1,A,1,B,0,True,1,"The gene EEF1E1 encodes a subunit of the eukaryotic translation elongation factor 1 complex, which is critical for protein synthesis. This gene is part of a multi-subunit complex that facilitates the translocation of aminoacyl-tRNA to the ribosome during translation elongation. Its functional partne"
famous,ERCC1,A,1,A,1,True,8,"The gene ERCC1 encodes a key component of the nucleotide excision repair (NER) pathway, which is critical for repairing DNA damage caused by UV light, chemical carcinogens, and other genotoxic stressors. Its interaction with XPA, XPF, and ERCC6 (CSB) underscores its role in the global genome NER pat"
famous,ERCC2,A,1,A,1,True,3,"The gene ERCC2 encodes a key component of the nucleotide excision repair (NER) pathway, which is critical for repairing DNA damage caused by UV light, chemical carcinogens, and other genotoxic stressors. This gene interacts with multiple DNA repair proteins (e.g., ERCC1, XPA, XPC) and transcription "
famous,FGF23,A,1,B,0,True,5,"The gene FGF23 encodes a secreted phosphoprotein that acts as a key regulator of phosphate homeostasis and vitamin D metabolism. Its signaling occurs through FGFR1/2 and Klotho co-receptors, with downstream effects on renal phosphate excretion and 1,25-dihydroxyvitamin D synthesis. The protein inter"
famous,FN1,A,1,A,1,True,8,"The gene FN1 encodes fibronectin, a secreted glycoprotein critical for extracellular matrix organization, cell adhesion, and developmental processes. Its interactions with integrins, growth factors (e.g., FGF, PDGF), and other ECM components suggest roles in tissue repair, angiogenesis, and cellular"
famous,FXN,A,1,A,1,True,7,"The gene FXN encodes frataxin, a mitochondrial protein critical for iron-sulfur cluster biogenesis and iron homeostasis. Its loss-of-function disrupts mitochondrial function, leading to iron accumulation, oxidative stress, and cellular damage. In humans, FXN mutations cause Friedreich ataxia, a neur"
famous,GRN,B,0,B,1,True,9,"The gene GRN encodes granulin, a secreted protein involved in tissue repair, immune modulation, and stress response. Its functional partners include growth factors (e.g., EGF, TGFβ) and extracellular matrix components, suggesting roles in tissue homeostasis and regeneration. The protein’s presence i"
famous,HTRA2,A,1,A,1,True,2,"The HTRA2 gene encodes a mitochondrial serine protease that plays a critical role in mitochondrial quality control by degrading damaged mitochondrial proteins. Its activity is essential for maintaining mitochondrial proteostasis, which is a key component of the mitochondrial dysfunction hallmark of "
famous,HTT,B,0,B,1,True,11,"The gene HTT encodes huntingtin, a large protein with multiple functional domains, including a polyglutamine tract and a proline-rich region. Its interactions with proteins like HPCAL1, NCL, and MAP1A suggest roles in cytoskeletal organization, RNA processing, and neuronal maintenance. The gene's pr"
famous,IGF1,B,0,B,1,True,12,"The IGF1 gene encodes insulin-like growth factor 1, a critical regulator of growth, metabolism, and longevity through its role in the IGF1 signaling pathway. This pathway interacts with key aging hallmarks, including deregulated nutrient sensing (hallmark 6) and mitochondrial dysfunction (hallmark 7"
famous,IRS1,B,0,A,0,True,10,"The insulin receptor substrate 1 (IRS1) gene encodes a key signaling adaptor protein that mediates insulin and IGF1 signaling through the PI3K/AKT pathway. This pathway is central to glucose homeostasis, growth regulation, and longevity. IRS1's role in insulin sensitivity and metabolic regulation su"
famous,IRS2,B,0,A,0,True,11,"The gene IRS2 encodes a transcriptional coactivator critical for Wnt signaling and developmental patterning, particularly in the nervous system and pancreas. Its interaction with β-catenin and LEF1 positions it as a key mediator of Wnt pathway activation, which regulates tissue homeostasis and regen"
famous,KL,A,1,B,0,True,4,"The KL gene encodes a lysosomal enzyme involved in the degradation of lysosomal proteins, particularly those with a lysosomal targeting signal. Its role in autophagy and lysosomal function suggests a potential link to cellular maintenance and stress responses. However, the absence of a clear connect"
famous,LMNA,B,0,A,0,True,13,"The LMNA gene encodes lamin A, a critical structural component of the nuclear lamina that provides mechanical stability to the nucleus and regulates chromatin organization. Its loss-of-function would disrupt nuclear architecture, leading to genomic instability, impaired DNA repair, and cellular dysf"
famous,MIF,B,0,B,1,True,8,"The gene MIF encodes a pro-inflammatory cytokine with pleiotropic effects on immune regulation, metabolic homeostasis, and stress responses. Its interactions with CD74, C5AR1, and HIF1A suggest roles in antigen presentation, complement activation, and hypoxia adaptation. The presence of multiple hig"
famous,MSH2,A,1,A,1,True,11,"The MSH2 gene encodes a key component of the DNA mismatch repair (MMR) system, forming a heterodimer with MSH6 to recognize and repair base-base mismatches and small insertion/deletion loops during DNA replication. Its interaction with MLH1, PMS2, and other MMR proteins underscores its central role "
famous,MSRA,A,1,B,0,True,1,"The gene MSRA encodes a mitochondrial sulfiredoxin-like antioxidant enzyme that counteracts oxidative stress by reducing sulfenic acid residues on proteins, particularly in the mitochondrial matrix. Its interaction with SOD2 (superoxide dismutase) and PRDX1 (peroxiredoxin 1) highlights its role in n"
famous,MSTN,B,0,B,1,True,9,"The gene MSTN encodes myostatin, a TGF-β superfamily member that negatively regulates skeletal muscle growth. Its loss-of-function in mice leads to hypermuscularity, increased physical performance, and enhanced metabolic efficiency. Myostatin signaling intersects with pathways like TGF-β and BMP, wh"
famous,MYC,B,0,A,0,True,8,"The MYC gene encodes a transcription factor that regulates cell growth, proliferation, and apoptosis through its role in the cell cycle and metabolic pathways. It interacts with key regulators like MAX, MAML3, and MYB, forming complexes that drive expression of genes involved in DNA replication, rib"
famous,NFKB1,B,0,A,0,True,13,"The NFKB1 gene encodes a critical subunit of the NF-κB transcription factor complex, which regulates inflammation, immune responses, and stress resistance. Its role in activating pro-inflammatory cytokines (e.g., TNF, IL-6) and survival pathways (e.g., NF-κB-dependent anti-apoptotic genes) positions"
famous,NOS3,B,0,A,0,True,38,"The gene NOS3 encodes endothelial nitric oxide synthase, a critical enzyme in vascular homeostasis that generates nitric oxide (NO), a signaling molecule regulating vasodilation, blood pressure, and endothelial function. Its molecular functions—nitric oxide synthase activity and binding to heme and "
famous,PARP1,B,0,A,0,True,9,"The gene PARP1 encodes a key enzyme involved in DNA repair, particularly in the detection and repair of single-strand breaks through the base excision repair (BER) pathway. Its molecular functions include DNA repair, chromatin remodeling, and regulation of apoptosis, with interactions spanning DNA r"
famous,PER2,B,0,B,1,True,10,"The PER2 gene encodes a core component of the circadian clock, functioning as a transcriptional repressor that regulates the expression of clock genes through its interaction with CLOCK and BMAL1. Its role in maintaining circadian rhythms is critical for physiological homeostasis, including sleep-wa"
famous,PLAU,B,0,B,1,True,17,"The gene PLAU encodes plasminogen activator urokinase, a serine protease critical for extracellular matrix remodeling, cell migration, and proteolytic activation of plasminogen. Its functional partners (e.g., SERPINE1, SERPINB1, MMP2) and pathways (proteolysis, cell adhesion, angiogenesis) highlight"
famous,POLG,A,1,A,1,True,1,"The POLG gene encodes the catalytic subunit of DNA polymerase gamma, which is essential for mitochondrial DNA replication and repair. Mitochondrial dysfunction is a hallmark of aging, and POLG's role in maintaining mtDNA integrity suggests that its loss would severely compromise cellular energy prod"
famous,PPARG,B,0,B,1,True,14,"PPARG encodes a nuclear hormone receptor critical for adipogenesis, lipid metabolism, and insulin sensitivity. Its knockout disrupts adipocyte differentiation and energy homeostasis, leading to metabolic dysregulation. While PPARG is essential for adipose tissue development, mice lacking PPARG exhib"
famous,PPM1D,A,1,A,1,True,3,"PPM1D encodes a serine/threonine phosphatase that antagonizes p53 activity by dephosphorylating it, thereby inhibiting p53-mediated cell cycle arrest and apoptosis. Its interaction with TP53 and regulation of DNA damage responses suggest a critical role in stress-induced cell death pathways. Loss of"
famous,PTEN,B,0,A,0,True,18,"The PTEN gene encodes a dual-specificity phosphatase that negatively regulates the PI3K-AKT-mTOR signaling pathway, a central hub for cell growth, survival, and metabolism. Loss of PTEN function leads to constitutive activation of AKT and mTOR, promoting cell proliferation and inhibiting apoptosis. "
famous,RBM38,A,1,B,0,True,1,"The gene RBM38 encodes an RNA-binding protein with a predicted role in RNA splicing and stability, as indicated by its protein domains and interaction network. Its association with the ""RNA splicing"" Reactome pathway and physical interactions with splicing factors like SRSF11 and SRSF5 suggest it pa"
famous,RICTOR,A,1,A,1,True,3,"The RICTOR gene encodes a core component of the mTORC2 complex, which regulates cellular metabolism, growth, and survival through phosphorylation of Akt and other substrates. Its interaction with mTOR, RPTOR, and SIN1 highlights its role in maintaining mTORC2 integrity, which is critical for stress "
famous,SERPINE1,B,0,B,1,True,10,"The gene SERPINE1 encodes plasminogen activator inhibitor-1 (PAI-1), a serine protease inhibitor critical for regulating fibrinolysis and cell proliferation. Its primary functions include inhibiting plasminogen activation, which prevents excessive clot breakdown, and modulating cellular senescence a"
famous,SHC1,A,1,A,1,True,4,"The SHC1 gene encodes a cytoplasmic adaptor protein that links cell surface receptors to downstream signaling cascades, particularly the MAPK/ERK pathway, which regulates cell proliferation, differentiation, and survival. Its interaction with GRB2, PIK3R1, and PLCG2 highlights its role in integratin"
famous,SIRT1,A,1,A,1,True,10,"The SIRT1 gene encodes a NAD+-dependent deacetylase that regulates cellular stress responses, metabolic homeostasis, and genomic stability through its interactions with key aging-related pathways. Its physical and functional associations with FOXO1, PGC-1α, and p53 highlight its role in stress resis"
famous,SIRT6,A,1,A,1,True,4,"The SIRT6 gene encodes a NAD+-dependent deacetylase that plays a central role in genomic stability, DNA repair, and epigenetic regulation. Its interactions with proteins like PARP1, BRCA1, and ATM highlight its involvement in the DNA damage response pathway, particularly in repairing double-strand b"
famous,SOD2,A,1,A,1,True,14,"The SOD2 gene encodes superoxide dismutase 2, a mitochondrial enzyme critical for neutralizing reactive oxygen species (ROS) in the cytosol and mitochondria. Its loss-of-function would lead to ROS accumulation, causing oxidative damage to DNA, proteins, and lipids. This aligns with the ""genomic inst"
famous,STUB1,A,1,B,0,True,5,"STUB1 encodes a ubiquitin ligase involved in proteasomal degradation, with interactions spanning DNA repair, cell cycle regulation, and stress responses. Its role in ubiquitination suggests a critical function in maintaining proteostasis, a primary hallmark of aging. Loss of STUB1 could lead to accu"
famous,TOP3B,A,1,B,0,True,2,"The TOP3B gene encodes a type 2 topoisomerase involved in DNA replication and repair, specifically resolving topological stress during DNA transactions. Its functional partners (e.g., PCNA, RPA, MCM proteins) and pathways (DNA replication, repair) suggest a critical role in maintaining genomic stabi"
famous,TRP53,B,0,B,1,True,96,"The tumor suppressor gene TRP53 (p53) plays a central role in cellular stress responses, including DNA damage, hypoxia, and oncogene activation. Its loss-of-function mutations are associated with increased cancer risk in humans, but the impact on lifespan in mice depends on compensatory mechanisms a"
famous,TRP63,B,0,A,0,True,18,"TRP63 encodes a p53 family member with roles in stress-induced apoptosis, DNA damage response, and epithelial homeostasis. Its functional partners (TP53, TP63, TP73) form a network regulating cell cycle arrest and senescence, with TP63 specifically promoting epithelial stem cell maintenance and inhi"
famous,TRP73,A,1,B,0,True,4,"TRP73 encodes a transcription factor with roles in stress response, apoptosis, and developmental regulation. Its interaction network includes p53 family members (TP53, TP63, TP73), suggesting functional redundancy in DNA damage and cellular stress pathways. The presence of multiple paralogs (TP53, T"
famous,TRPV1,B,0,B,1,True,24,"TRPV1 encodes a calcium-permeable ion channel with critical roles in nociception, thermosensation, and metabolic regulation. Its knockout (TRPV1-/-) eliminates a key mediator of pain signaling and stress responses, which could theoretically enhance survival by reducing tissue damage from chronic inf"
famous,XPA,B,0,A,0,True,13,"The XPA gene encodes a key component of the nucleotide excision repair (NER) pathway, which is essential for repairing DNA damage caused by UV light, chemical adducts, and other helix-distorting lesions. Its protein product, XPA, acts as a scaffold that coordinates the NER machinery by binding to da"
famous,ZMPSTE24,A,1,A,1,True,8,"The ZMPSTE24 gene encodes a metalloprotease critical for the maturation of lamin proteins, which are essential structural components of the nuclear lamina. Its enzymatic activity is required to cleave the C-terminal propeptide of prelamin A, a step necessary for the proper assembly of nuclear lamina"
obscure,4930444P10RIK,A,1,B,0,True,0,"The gene 4930444P10RIK encodes a protein with predicted roles in RNA splicing and DNA repair, as evidenced by its interaction with components of the spliceosome (e.g., HNRNPA2B1, HNRNPH1) and DNA repair pathways (e.g., BRCA1, BRCA2). Its physical and functional associations with genes like BRCA1 and"
obscure,ADAM20,B,0,B,1,True,0,"ADAM20 encodes a transmembrane metalloprotease involved in proteolytic processing of membrane-bound proteins, including Notch receptors and other signaling molecules. Its functional partners (e.g., NOTCH1, NOTCH2, NOTCH3, NOTCH4) and pathways (Notch signaling, ubiquitin-mediated proteolysis) suggest"
obscure,ANAPC7,A,1,B,0,True,0,"The gene ANAPC7 encodes a subunit of the anaphase-promoting complex (APC), a multi-subunit E3 ubiquitin ligase critical for cell cycle regulation and proteostasis. Its interaction with APC subunits (APC2, APC3, APC4, APC5, APC11, APC10) and functional association with the APC complex highlight its r"
obscure,ANKRD50,A,1,B,0,True,0,"The gene ANKRD50 encodes a protein with a predicted nuclear localization and a zinc finger domain, suggesting roles in DNA binding or chromatin regulation. Its interaction with the nuclear receptor corepressor N-CoR (N-CoR1) implies involvement in transcriptional repression, potentially modulating g"
obscure,ARHGEF17,A,1,B,0,True,0,"The gene ARHGEF17 encodes a guanine nucleotide exchange factor (GEF) that activates Rho GTPases, particularly RAC1 and RHOA, which regulate cytoskeletal dynamics, cell migration, and stress responses. Its interaction with RAC1 and RHOA suggests a role in maintaining cellular integrity and stress ada"
obscure,ATP8B2,A,1,B,0,True,0,"The gene ATP8B2 encodes a phosphatidylserine synthase involved in lipid metabolism, specifically in the synthesis of phosphatidylserine, a critical phospholipid for membrane integrity and signaling. Its interaction with PSAP (phosphatidylserine decarboxylase) and PSMD1 (phosphatidylserine decarboxyl"
obscure,C7,B,0,B,1,True,0,"The gene C7 encodes complement component 7, a critical component of the classical complement pathway that forms the C5 convertase enzyme complex. This pathway is essential for immune defense, particularly in clearing pathogens and mediating inflammatory responses. The complement system's role in inn"
obscure,CCDC174,A,1,B,0,True,0,"CCDC174 encodes a coiled-coil domain-containing protein with predicted roles in intracellular transport and vesicle trafficking, interacting with proteins like KIF1C and KIF1A—components of the kinesin family involved in microtubule-based transport. Its molecular functions (protein binding, microtub"
obscure,CCDC191,B,0,B,1,True,0,"CCDC191 encodes a coiled-coil domain-containing protein with predicted roles in RNA processing and stress response pathways, interacting with proteins like HNRNPA2B1 and HNRNPK that regulate RNA splicing and stability. Its molecular functions (RNA binding, protein binding) and involvement in stress "
obscure,CLDN13,B,0,B,1,True,0,"The gene CLDN13 encodes a tight junction protein critical for epithelial barrier integrity, particularly in tissues like the intestine and kidney. Its functional partners, including CLDN3, CLDN4, and CLDN18, suggest a role in maintaining paracellular seal strength and ion homeostasis. Loss of CLDN13"
obscure,CLINT1,A,1,B,0,True,0,"The gene CLINT1 (CLINCHENIN-1) is a poorly characterized gene with limited functional annotation. Its molecular function is predicted to involve protein binding, but no direct links to aging hallmarks (e.g., genomic instability, mitochondrial dysfunction, or senescence) are evident from current data"
obscure,CLVS1,B,0,B,1,True,0,"The gene CLVS1 encodes a protein with predicted roles in lipid metabolism and membrane organization, containing domains like the CLYSH domain and a transmembrane region. Its interaction with CLYSH and localization to the Golgi apparatus suggest involvement in vesicular trafficking or lipid droplet f"
obscure,CMIP,A,1,B,0,True,0,"The CMIP gene encodes a transcriptional co-repressor that interacts with the Notch signaling pathway, a critical regulator of cell fate decisions, stem cell maintenance, and tissue homeostasis. Its functional partners include NOTCH1, NOTCH2, and NOTCH3, which are central to developmental processes a"
obscure,DCAF15,B,0,B,1,True,0,"The DCAF15 gene encodes a substrate adaptor for the CUL4-DDB1 E3 ubiquitin ligase complex, which targets specific proteins for proteasomal degradation. Its functional partners include DDB1, CUL4A, and CUL4B, all central to ubiquitin-mediated proteolysis. The gene's involvement in DNA repair pathways"
obscure,DDX21,A,1,B,0,True,0,"The gene DDX21 encodes a DEAD-box RNA helicase with roles in RNA processing, including splicing and ribosome biogenesis. Its interaction network includes key players in RNA metabolism (e.g., HNRNPA2B1, HNRNPK) and DNA repair (e.g., BRCA1, BRCA2), suggesting a central role in maintaining genomic and "
obscure,DGKQ,B,0,B,1,True,0,"The gene DGKQ encodes a diacylglycerol kinase that phosphorylates diacylglycerol to generate phosphatidic acid, a key lipid signaling molecule. This enzyme is critical for lipid metabolism and membrane dynamics, processes that intersect with aging hallmarks such as deregulated nutrient sensing (hall"
obscure,DPY19L1,A,1,B,0,True,0,"DPY19L1 encodes a dihydropyrimidine dehydrogenase involved in pyrimidine metabolism, a pathway critical for nucleotide synthesis and DNA repair. Its interaction with DHODH, a key enzyme in the de novo pyrimidine synthesis pathway, suggests a role in maintaining nucleotide pools necessary for cellula"
obscure,EDARADD,A,1,A,1,True,0,"The EDARADD gene encodes an adaptor protein critical for ectodermal development, immune signaling, and NF-κB activation. Its role in the TNFR superfamily signaling pathway positions it as a key mediator of inflammatory responses and developmental patterning. Loss-of-function mutations in EDARADD dis"
obscure,ERLIN2,B,0,B,1,True,0,"The ERLIN2 gene encodes an endoplasmic reticulum (ER) luminal protein that interacts with the ER stress sensor IRE1α and the ER translocon complex, playing a critical role in ER stress response and protein translocation. Its physical and functional interactions with IRE1α, SEC61 subunits, and other "
obscure,EXOC3L4,A,1,B,0,True,0,"The gene EXOC3L4 encodes a protein involved in the exocyst complex, which regulates vesicle tethering to the plasma membrane. This complex is critical for polarized secretion, cell migration, and endocytosis. The exocyst subunits interact with Rho GTPases and phosphoinositides to coordinate membrane"
obscure,FHIP2B,B,0,B,1,True,0,"The gene FHIP2B encodes a protein with a predicted role in RNA processing, specifically as a component of the FIP35 complex involved in RNA splicing and stability. Its interaction with FIP35 and other RNA-binding proteins suggests a role in maintaining transcriptome integrity. While RNA processing d"
obscure,FPGS,B,0,B,1,True,0,"The gene FPGS (Folate Polyglutamate Synthase) encodes a mitochondrial enzyme critical for folate polyglutamylation, a process that traps folate cofactors within mitochondria to support one-carbon metabolism. This pathway is essential for nucleotide synthesis, methylation reactions, and redox homeost"
obscure,GM5547,B,0,B,1,True,0,"The gene GM5547 maps to the gene name ""Gm5547"" in the official gene symbol database, indicating it is a predicted or poorly characterized gene with limited functional annotation. Its association with the ""Gm"" prefix suggests it belongs to the ""Gm"" family of genes, which are often poorly characterize"
obscure,GPATCH3,B,0,B,1,True,0,"The gene GPATCH3 encodes a component of the VCP-associated E3 ubiquitin ligase complex, which plays a critical role in protein quality control and proteostasis. Its molecular functions—ubiquitin ligase activity, RNA binding, and interactions with VCP (p97), UBA52, and other E3 ligases—suggest it con"
obscure,H2AB3,B,0,B,1,True,0,"The H2AB3 gene encodes a histone H2A variant, specifically H2A.B3, which plays a critical role in chromatin structure and gene regulation. Histone variants like H2A.B3 are involved in DNA repair, transcriptional regulation, and chromatin remodeling, processes essential for maintaining genomic stabil"
obscure,INTS11,A,1,B,0,True,0,"The INTS11 gene encodes a subunit of the INTELLECTUS complex, which is involved in RNA processing and DNA repair pathways. Its interaction with components of the INTELLECTUS complex (e.g., INTS1, INTS2, INTS3) and its role in DNA repair suggest a potential link to genomic stability, a hallmark of ag"
obscure,IPO7,A,1,A,1,True,0,"The gene IPO7 encodes a nucleocytoplasmic transport receptor critical for nuclear import of ribosomal subunits and other macromolecules. Its interaction with importin subunits (e.g., IPO4, IPO5) and ribosomal proteins (e.g., RPL4, RPL8) underscores its role in maintaining ribosome biogenesis and pro"
obscure,IQCJ,B,0,B,1,True,0,"The gene IQCJ encodes an E3 ubiquitin ligase component of the CUL5-RBX1-Roc1-Skp2 complex, which targets proteins like p27 (CDKN1P1) for degradation, thereby regulating cell cycle progression. Its interaction with SKP2 and CUL5 places it within a pathway critical for maintaining proteostasis and cel"
obscure,LSS,A,1,A,1,True,0,"The gene LSS encodes a microsomal enzyme critical for cholesterol biosynthesis, specifically catalyzing the conversion of 2-succinyl-CoA to 2-methylcitrate, a key step in the mevalonate pathway. This pathway is essential for generating isoprenoid precursors required for cholesterol synthesis, which "
obscure,MED12L,B,0,B,1,True,0,"The MED12L gene encodes a subunit of the mediator complex, a multi-protein assembly that bridges transcription factors and RNA polymerase II to regulate gene expression. Its functional partners (e.g., MED15, MED13, MED18) and involvement in transcriptional regulation suggest a role in maintaining ce"
obscure,MINAR1,B,0,B,1,True,0,"The MINAR1 gene encodes a protein with RNA-binding domains and a zinc finger domain, suggesting roles in RNA processing or stability. Its interaction with the MBD4 protein, a DNA repair enzyme involved in base excision repair, implies a potential link to genomic stability. However, the absence of di"
obscure,NDUFA11,A,1,B,0,True,0,"The NDUFA11 gene encodes a core subunit of complex I (NADH:ubiquinone oxidoreductase) in the mitochondrial electron transport chain, critical for oxidative phosphorylation and ATP production. Its functional association with mitochondrial complex I places it within a pathway essential for cellular en"
obscure,OBP2B,A,1,B,0,True,0,"The gene OBP2B encodes an odorant-binding protein 2B, which is primarily involved in olfactory signal transduction. This protein is predicted to bind hydrophobic odorant molecules and transport them to olfactory receptors, playing a role in sensory perception rather than core cellular processes like"
obscure,OMD,B,0,B,1,True,0,"The gene OMD encodes a secreted protein with collagen-binding domains, suggesting roles in extracellular matrix (ECM) organization and mineralization. Its interaction with MMP2 and MMP14 indicates involvement in proteolytic processing of ECM components, while its association with RUNX2 and ALX4 poin"
obscure,PCDHA2,B,0,B,1,True,0,"The gene PCDHA2 encodes a hairless protein, a component of the POU domain family of transcription factors. This gene is part of a cluster of genes involved in hair follicle development and patterning. The protein interacts with other PCDH (protocadherin) family members, suggesting roles in cell-cell"
obscure,PODN,A,1,B,0,True,0,"The gene PODN encodes a protein involved in Wnt signaling, a pathway critical for tissue homeostasis and regeneration. Its interaction with Wnt receptors (e.g., FZD4, FZD9) and co-receptors (e.g., LRP5, LRP6) suggests a role in modulating Wnt ligand availability, which is essential for stem cell mai"
obscure,POLR1G,A,1,B,0,True,0,"The POLR1G gene encodes a subunit of the RNA polymerase I (Pol I) complex, which is essential for the transcription of ribosomal RNA (rRNA) genes. Ribosomal biogenesis is a fundamental process for cellular growth and protein synthesis, and defects in Pol I function are linked to growth retardation a"
obscure,POLR3B,A,1,B,0,True,0,"The POLR3B gene encodes a subunit of RNA polymerase III (Pol III), which is essential for transcribing small non-coding RNAs, including tRNAs, 5S rRNA, and other regulatory RNAs. Pol III activity is critical for cellular growth, protein synthesis, and stress responses. Loss of POLR3B would disrupt P"
obscure,PPP4R1,B,0,B,1,True,0,"The gene PPP4R1 encodes a regulatory subunit of protein phosphatase 1A (PP1A), which plays a critical role in cell cycle regulation, DNA repair, and stress responses. Its interaction with PP1A and involvement in pathways like DNA damage response and telomere maintenance suggest a role in genomic sta"
obscure,PPY,B,0,B,1,True,0,"PPY encodes a hormone with roles in metabolic regulation and stress response, but its functional annotation in the provided data is limited to ""hormone"" and ""not in Reactome,"" with no direct links to aging hallmarks like genomic instability, proteostasis, or mitochondrial dysfunction. The absence of"
obscure,RAPGEFL1,B,0,B,1,True,0,"The gene RAPGEFL1 encodes a guanine nucleotide exchange factor (GEF) that activates Rap1, a small GTPase involved in cell adhesion, immune signaling, and tumor suppression. Its interaction with RAB11FIP1 and RAB11A suggests a role in recycling endosomes, linking Rap1 activation to membrane trafficki"
obscure,RPUSD3,A,1,B,0,True,0,"The gene RPUSD3 encodes a ribosomal protein involved in tRNA modification, specifically recognizing the anticodon of tRNA^Gln and tRNA^Tyr. Its molecular functions include tRNA modification and RNA binding, with interactions with other ribosomal proteins (e.g., RPL13, RPL18) and RNA-processing facto"
