group,gene,gold,gold_label,pred,correct,parsed,pmids,raw
famous,NFKB1,B,0,B,1,True,13,"NFKB1 (encoding p50, a subunit of NF-κB) knockout mice have been generated and studied. These mice are viable and fertile. They do show immune defects (impaired B-cell responses, susceptibility to certain infections, and increased susceptibility to colitis/gastric pathology with age), but they are n"
famous,NOS3,B,0,B,1,True,38,"NOS3 encodes endothelial nitric oxide synthase (eNOS). Homozygous NOS3 knockout mice are viable and fertile. They develop hypertension and show cardiovascular abnormalities, but they do not exhibit premature death or significantly shortened lifespan under standard laboratory conditions. The knockout"
famous,PLAU,B,0,B,1,True,17,"PLAU encodes urokinase-type plasminogen activator (uPA). Mice with homozygous knockout of PLAU (uPA−/−) are viable and fertile. They develop spontaneous fibrin deposits in various tissues over time, but they do not show dramatically shortened lifespans under standard laboratory conditions. The prima"
famous,PPARG,B,0,A,0,True,14,PPARG (PPARγ) homozygous knockout mice die during embryonic development (around E10) due to placental defects (failure of trophoblast differentiation). This constitutes premature death/impaired survival.  Answer: A
famous,PPM1D,A,1,B,0,True,3,"PPM1D (also known as Wip1) is a phosphatase that negatively regulates the p53 pathway and DNA damage response. PPM1D knockout mice have been studied and are viable and fertile. They show enhanced p53 activity and increased sensitivity to DNA damage, but they do not exhibit premature death or signifi"
famous,PTEN,B,0,A,0,True,18,"PTEN is a tumor suppressor gene. Homozygous PTEN knockout in mice is embryonic lethal (mice die around embryonic day 6.5-9.5 due to defects in gastrulation and other developmental processes). Therefore, homozygous PTEN knockout mice do not survive to adulthood — they die prematurely (before birth). "
famous,RICTOR,A,1,A,1,True,3,RICTOR is an essential component of mTORC2. Homozygous knockout of RICTOR in mice is embryonic lethal — Rictor-null mice die during embryogenesis (around E10.5-E11.5) due to defects in development. This constitutes a severe impairment of survival (premature death).  Answer: A
famous,SERPINE1,B,0,B,1,True,10,"SERPINE1 encodes PAI-1 (plasminogen activator inhibitor-1), an inhibitor of tissue plasminogen activator (tPA) and urokinase (uPA). Loss of PAI-1 leads to enhanced fibrinolysis. SERPINE1 knockout mice have been studied extensively. They are viable and fertile, and notably do not show premature death"
famous,SHC1,A,1,A,1,True,4,"SHC1 encodes the Shc1 adaptor protein, which is involved in growth factor receptor signaling (e.g., insulin/IGF-1 signaling). Interestingly, studies in mice have shown that homozygous knockout of p66Shc (one isoform of SHC1) actually extends lifespan rather than shortening it. However, complete loss"
famous,SIRT1,A,1,A,1,True,10,"SIRT1 knockout mice have been studied extensively. Homozygous SIRT1 knockout mice are viable but show significant developmental defects, including growth retardation, metabolic abnormalities, and reduced fertility. Importantly, they do have a shortened lifespan compared to wild-type mice — they tend"
famous,SIRT6,A,1,A,1,True,4,"SIRT6 knockout mice are well-characterized in the literature. Mice homozygous for SIRT6 loss-of-function develop a severe progeroid syndrome, exhibiting metabolic defects, genomic instability, and die prematurely (typically around 4 weeks of age).  Answer: A"
famous,SOD2,A,1,A,1,True,14,"SOD2 encodes manganese superoxide dismutase (MnSOD), the primary mitochondrial antioxidant enzyme that detoxifies superoxide radicals. Homozygous SOD2 knockout mice are well-documented in the literature to develop severe oxidative stress, dilated cardiomyopathy, neurodegeneration, and metabolic acid"
famous,STUB1,A,1,A,1,True,5,"STUB1 (also known as CHIP, C-terminus of Hsc70-interacting protein) is an E3 ubiquitin ligase and co-chaperone involved in protein quality control. It targets misfolded proteins for degradation via the ubiquitin-proteasome system.  In mice, homozygous knockout of STUB1/CHIP has been studied. STUB1-k"
famous,TRP53,B,0,A,0,True,96,"TRP53 (also known as p53 in mice, encoded by the Trp53 gene) is a well-characterized tumor suppressor. Homozygous Trp53 knockout mice (p53-null mice) are viable and develop normally, but they have a dramatically increased susceptibility to spontaneous tumors (primarily lymphomas and sarcomas). These"
famous,TRP63,B,0,A,0,True,18,"TRP63 (also known as p63) is a transcription factor critical for the development of stratified epithelia and limb formation. Mice homozygous for loss-of-function mutations in Trp63 die shortly after birth due to severe developmental defects — they lack stratified squamous epithelia (skin, oral mucos"
famous,TRP73,A,1,A,1,True,4,"TRP73 encodes p73, a member of the p53 family of transcription factors. Unlike p53 knockouts (which develop tumors and die prematurely), p73 knockout mice are viable but show neurological defects, hippocampal dysgenesis, hydrocephalus, and chronic infections/inflammation. However, p73 knockout mice "
famous,TRPV1,B,0,B,1,True,24,"TRPV1 (transient receptor potential vanilloid 1) knockout mice are well-characterized in the literature. These mice are viable, fertile, and do not show premature death or shortened lifespan under standard laboratory conditions. The primary phenotype is impaired nociception (reduced sensitivity to c"
famous,XPA,B,0,B,1,True,13,"XPA encodes a protein essential for nucleotide excision repair (NER). In humans, XPA mutations cause xeroderma pigmentosum, characterized by extreme UV sensitivity and high cancer risk. In mice, Xpa knockout models have been studied extensively. Xpa−/− mice are viable and fertile, and under normal ("
famous,ZMPSTE24,A,1,A,1,True,8,"ZMPSTE24 (also known as FACE1) is a zinc metalloprotease essential for the proteolytic processing of prelamin A into mature lamin A. In mice, homozygous knockout of ZMPSTE24 leads to accumulation of farnesylated prelamin A, causing a progeroid syndrome with features including growth retardation, mus"
obscure,4930444P10RIK,A,1,B,0,True,0,"The gene 4930444P10RIK is a poorly characterized mouse gene (a ""Riken cDNA"" gene). Looking at available mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), many such uncharacterized Riken genes when knocked out show no overt survival phenotype. Based on available data"
obscure,ADAM20,B,0,B,1,True,0,"ADAM20 (A Disintegrin And Metalloproteinase 20) is a member of the ADAM family of proteases. In mice, ADAM20 is expressed primarily in the testis and is involved in sperm function/fertilization. Loss of ADAM20 in mice has been associated with male infertility but not with premature death or shortene"
obscure,ANAPC7,A,1,A,1,True,0,"ANAPC7 encodes a subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is essential for cell cycle progression, particularly for the metaphase-to-anaphase transition and mitotic exit. The APC/C is a critical ubiquitin ligase complex required for proper chromosome segregation and cell di"
obscure,ANKRD50,A,1,B,0,True,0,ANKRD50 (Ankyrin Repeat Domain 50) is a relatively poorly characterized gene. There is no well-established literature indicating that knockout of ANKRD50 in mice causes premature death or shortened lifespan. Large-scale mouse knockout phenotyping projects (such as IMPC - International Mouse Phenotyp
obscure,ARHGEF17,A,1,B,0,True,0,"ARHGEF17 (also known as TEM4) is a Rho guanine nucleotide exchange factor. Based on available mouse knockout data and the literature, ARHGEF17 knockout mice have been generated and studied primarily in the context of vascular biology and angiogenesis. However, homozygous ARHGEF17 knockout mice are g"
obscure,ATP8B2,A,1,B,0,True,0,"ATP8B2 encodes a P4-type ATPase (aminophospholipid translocase) involved in phospholipid flipping. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), ATP8B2 knockout mice have been generated and studied. The IMPC data indicates that "
obscure,C7,B,0,B,1,True,0,"C7 encodes complement component 7, a component of the membrane attack complex (MAC) of the complement system. Loss of C7 in mice (and humans) leads to susceptibility to certain bacterial infections (particularly encapsulated bacteria like Neisseria), but under standard laboratory conditions (specifi"
obscure,CCDC191,B,0,B,1,True,0,"CCDC191 (Coiled-Coil Domain Containing 191) is a relatively poorly characterized gene. There is no well-established literature indicating that homozygous knockout of CCDC191 in mice causes premature death or shortened lifespan. Most coiled-coil domain proteins, unless they are critical for fundament"
obscure,CLINT1,A,1,B,0,True,0,"CLINT1 (Clathrin Interactor 1, also known as EpsinR or enthoprotin) is involved in clathrin-mediated vesicle trafficking, particularly at the trans-Golgi network.   Looking at what is known about CLINT1 knockout mice: CLINT1 knockout mice have been generated and studied. The available literature ind"
obscure,CLVS1,B,0,B,1,True,0,"CLVS1 (clavesin 1) is a retinal-specific protein involved in membrane trafficking in photoreceptor cells. It is expressed predominantly in the retina and is associated with retinal function. Loss-of-function mutations in CLVS1 are linked to retinal dystrophy/degeneration phenotypes (vision loss), bu"
obscure,DDX21,A,1,A,1,True,0,"DDX21 is an RNA helicase involved in ribosome biogenesis and rRNA processing. It is an essential gene in many contexts. However, in mice, complete knockout of DDX21 has been reported to be embryonic lethal — homozygous knockouts do not survive to birth. This would constitute impaired survival (prema"
obscure,DGKQ,B,0,B,1,True,0,"DGKQ (diacylglycerol kinase theta) is one of the diacylglycerol kinase family members. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), DGKQ knockout mice have been generated and do not show overt lethality or significantly shorten"
obscure,EDARADD,A,1,B,0,True,0,"EDARADD encodes a death domain-containing adaptor protein that functions in the EDA (ectodysplasin A) signaling pathway, which is critical for the development of ectodermal appendages such as hair follicles, teeth, and sweat glands. Loss-of-function mutations in EDARADD (or related genes like EDA, E"
obscure,ERLIN2,B,0,B,1,True,0,"ERLIN2 (ER lipid raft associated 2) encodes a protein involved in ER-associated degradation (ERAD) of inositol 1,4,5-trisphosphate receptors and cholesterol homeostasis. In humans, mutations in ERLIN2 are associated with hereditary spastic paraplegia (SPG18), a neurological condition. Mouse knockout"
obscure,EXOC3L4,A,1,B,0,True,0,"EXOC3L4 (Exocyst Complex Component 3 Like 4) is a member of the exocyst complex family. Based on available mouse knockout data (e.g., from the International Mouse Phenotyping Consortium, IMPC), EXOC3L4 knockout mice are viable and fertile with no reported survival impairment. There is no strong evid"
obscure,FPGS,B,0,A,0,True,0,"FPGS (folylpolyglutamate synthetase) is an enzyme that adds glutamate residues to folates, retaining them intracellularly. It is essential for folate metabolism and one-carbon metabolism, which are critical for nucleotide synthesis, DNA replication, and methylation reactions.  Complete knockout of F"
obscure,GPATCH3,B,0,B,1,True,0,"GPATCH3 encodes a G-patch domain-containing protein involved in RNA processing/splicing. There is no well-established literature indicating that GPATCH3 knockout mice have a survival phenotype or shortened lifespan. Mouse knockout databases (e.g., IMPC) do not prominently list GPATCH3 homozygous kno"
obscure,H2AB3,B,0,B,1,True,0,"H2AB3 encodes a histone H2A variant (H2A.B3), which is a testis-enriched histone variant involved in chromatin remodeling, particularly in spermatogenesis and mRNA processing. Loss-of-function of H2AB3 in mice has been studied and is associated with male fertility defects (spermatogenesis abnormalit"
obscure,INTS11,A,1,A,1,True,0,"INTS11 encodes the catalytic subunit of the Integrator complex, which has endonuclease activity essential for snRNA 3' end processing and regulation of RNA Pol II transcription. The Integrator complex is fundamentally required for proper gene expression across many cell types. Loss of INTS11 (the ca"
obscure,IQCJ,B,0,B,1,True,0,"IQCJ (IQ motif containing J) is a gene with limited characterized function in mice. Based on available knockout mouse databases (such as IMPC - International Mouse Phenotyping Consortium), IQCJ knockout mice have been generated and phenotyped. The available data does not indicate that homozygous IQC"
obscure,LSS,A,1,A,1,True,0,"LSS encodes lanosterol synthase, an enzyme in the cholesterol biosynthesis pathway that converts (S)-2,3-oxidosqualene to lanosterol. This is an essential step in sterol biosynthesis. Complete knockout of LSS in mice is expected to be embryonic lethal because cholesterol is essential for membrane in"
obscure,MINAR1,B,0,B,1,True,0,"MINAR1 (Major Intrinsically Disordered NOTCH2-Associated Receptor 1) is a relatively poorly characterized gene. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), MINAR1 knockout mice have not been reported to show premature lethalit"
obscure,NDUFA11,A,1,A,1,True,0,NDUFA11 encodes a subunit of mitochondrial Complex I (NADH:ubiquinone oxidoreductase). Complex I is the largest enzyme of the mitochondrial respiratory chain and is essential for oxidative phosphorylation. Loss-of-function mutations in Complex I subunits typically cause severe mitochondrial dysfunct
obscure,OBP2B,A,1,B,0,True,0,"OBP2B (Odorant Binding Protein 2B) is a member of the odorant-binding protein family, which are small secreted proteins involved in olfactory signal transduction. These proteins are expressed in the nasal mucosa and are thought to transport odorant molecules to olfactory receptors. Loss-of-function "
obscure,OMD,B,0,B,1,True,0,"OMD (osteomodulin) is a small leucine-rich proteoglycan expressed primarily in bone and connective tissue. It plays a role in mineralization and bone matrix organization. Knockout studies of OMD in mice have been reported, and the mice are generally viable and fertile without dramatic survival defec"
obscure,PCDHA2,B,0,B,1,True,0,"PCDHA2 encodes Protocadherin Alpha 2, a member of the clustered protocadherin family involved in neuronal connectivity and self-avoidance. Knockout studies of individual protocadherin alpha genes (including PCDHA2) in mice generally do not result in lethality or significantly shortened lifespan. The"
obscure,PODN,A,1,B,0,True,0,"PODN (Podocan) is a small leucine-rich proteoglycan expressed in various tissues. Based on available literature, Podn knockout mice have been generated and studied primarily in the context of vascular biology and atherosclerosis. The knockout mice are viable and fertile, and there is no reported evi"
obscure,POLR1G,A,1,A,1,True,0,"POLR1G encodes a subunit of RNA polymerase I (and also RNA polymerase III in some contexts). In mice, POLR1G (also known as RPC32β or in some nomenclatures associated with Pol I) — let me be more precise.  POLR1G in mice: Looking at the gene nomenclature, POLR1G is a subunit of RNA Polymerase I. RNA"
obscure,POLR3B,A,1,A,1,True,0,"POLR3B encodes the second-largest subunit of RNA Polymerase III (Pol III), which is essential for transcribing small non-coding RNAs including tRNAs, 5S rRNA, and other small RNAs critical for protein synthesis and cell viability. RNA Pol III is an essential enzyme complex; loss of its core subunits"
obscure,PPP4R1,B,0,B,1,True,0,"PPP4R1 encodes a regulatory subunit of protein phosphatase 4 (PP4). PP4 is involved in various cellular processes including DNA damage response, NF-κB signaling, and cell cycle regulation. However, PPP4R1 specifically is a regulatory subunit that modulates PP4 activity.  Looking at available mouse k"
obscure,RAPGEFL1,B,0,B,1,True,0,"RAPGEFL1 (Rap GEF-like 1, also known as RA-GEF-2 or PDZGEF2) is a guanine nucleotide exchange factor for Rap GTPases. Based on available literature, RAPGEFL1 knockout mice have been generated and studied. The knockout mice are viable and fertile, without reported premature death or shortened lifespa"
obscure,RPUSD3,A,1,B,0,True,0,"RPUSD3 (RNA pseudouridine synthase D3) is a mitochondrial pseudouridine synthase involved in modifying mitochondrial rRNA. While mitochondrial function is important, loss of RPUSD3 in mice has been studied and does not appear to cause lethality or dramatically shortened lifespan. Knockout mice for m"
obscure,SENP6,A,1,A,1,True,0,"SENP6 (SUMO-specific protease 6) is involved in deSUMOylation of proteins. Based on available literature, SENP6 knockout mice have been studied and shown to be viable. SENP6 loss-of-function has been associated with various cellular phenotypes (e.g., chromosome segregation defects, inflammation), bu"
obscure,SERPINB10,B,0,B,1,True,0,"SERPINB10 (also known as bomapin) is a member of the serine protease inhibitor (serpin) superfamily. It is expressed primarily in hematopoietic tissues. Based on available literature, SERPINB10 knockout mice have not been reported to show premature death or shortened lifespan. The gene does not appe"
obscure,SPATS2,A,1,B,0,True,0,"SPATS2 (Spermatogenesis Associated Serine Rich 2) is a gene involved in spermatogenesis. Knockout studies of SPATS2 in mice have shown that male mice lacking SPATS2 are infertile due to defects in spermatogenesis, but the mice themselves are viable and do not show premature death or shortened lifesp"
obscure,TCEAL3,B,0,B,1,True,0,"TCEAL3 (Transcription Elongation Factor A Like 3) is a member of the TCEAL family. These genes are generally considered to have modest or redundant functions, and TCEAL3 knockout mice are not reported in major phenotype databases (MGI, IMPC) as having survival defects or shortened lifespan. The IMPC"
obscure,TMED6,B,0,B,1,True,0,"TMED6 (Transmembrane Emp24 Domain Containing 6) is a member of the p24 family of proteins involved in vesicular transport between the ER and Golgi. While some p24 family members are essential, TMED6 specifically has not been reported to be essential for viability in mice. There is no published evide"
obscure,TMX2,A,1,B,0,True,0,"TMX2 (thioredoxin-related transmembrane protein 2) is an ER-resident oxidoreductase. Based on available literature, Tmx2 knockout mice have been generated and studied. TMX2 has been implicated in ER stress and mitochondrial function, but homozygous Tmx2 knockout mice are viable and do not show drama"
obscure,UGT2A1,B,0,B,1,True,0,"UGT2A1 encodes UDP glucuronosyltransferase 2 family, polypeptide A1, which is primarily expressed in olfactory epithelium and involved in glucuronidation of odorants. It is not known to be essential for survival. There are no reports indicating that loss of UGT2A1 causes premature death or shortened"
obscure,ZC3H7A,B,0,B,1,True,0,"ZC3H7A (zinc finger CCCH-type containing 7A) is a relatively understudied RNA-binding protein. Based on available mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), ZC3H7A homozygous knockout mice have been generated and are viable and fertile without reported premat"
