group,gene,gold,gold_label,pred,correct,parsed,pmids,raw
famous,CAV1,B,0,A,0,True,36,"The Cav1 gene encodes caveolin-1, a critical structural and regulatory component of caveolae, which are specialized membrane microdomains involved in mechanosensing, lipid raft organization, and signal transduction. Its loss-of-function would disrupt these processes, particularly in tissues reliant "
famous,CDC14B,A,1,B,0,True,1,"The gene CDC14B encodes a protein phosphatase that antagonizes cyclin-dependent kinases (CDKs) by dephosphorylating CDK substrates, thereby regulating cell cycle progression. Its interaction with CDC20 and CCNA1 suggests roles in mitotic exit and G1/S phase regulation. Loss of CDC14B function would "
famous,CDK7,A,1,A,1,True,1,"CDK7 encodes a cyclin-dependent kinase critical for transcription-coupled DNA repair, cell cycle regulation, and stress response pathways. Its interactions with CDK1, CDK2, and CDK5 suggest roles in mitotic progression and neuronal function, while its involvement in DNA repair pathways (e.g., NER, B"
famous,CDKN1A,B,0,B,1,True,14,"CDKN1A encodes p21, a key cell cycle regulator that enforces G1 arrest in response to DNA damage, oncogene activation, and cellular stress. Its interactions with TP53, RB1, and E2F family members position it at the nexus of DNA damage response and senescence. Loss of CDKN1A would impair cell cycle a"
famous,CEBPA,B,0,B,1,True,10,"The CEBPA gene encodes a transcription factor critical for myeloid differentiation and immune homeostasis. Its absence disrupts granulocyte maturation and alters inflammatory signaling, as evidenced by its role in NF-κB pathway regulation and cytokine production. While CEBPA knockout mice exhibit im"
famous,CEBPB,B,0,B,1,True,17,"CEBPB encodes a transcription factor critical for myeloid differentiation and inflammatory responses, with functional interactions spanning NF-κB signaling, cytokine regulation, and stress response pathways. Its role in hematopoietic lineage commitment and acute phase response suggests that loss-of-"
famous,CISD2,A,1,A,1,True,2,The gene CISD2 encodes a mitochondrial inner membrane protein with roles in iron-sulfur cluster biogenesis and apoptosis regulation. Its interaction with SLC25A3 (mitochondrial carrier) and SOD2 (mitochondrial superoxide dismutase) suggests involvement in mitochondrial iron homeostasis and oxidative
famous,COQ7,A,1,A,1,True,5,"The gene COQ7 encodes a mitochondrial enzyme critical for the early steps of coenzyme Q (ubiquinone) biosynthesis, a key component of the electron transport chain and antioxidant defense system. Its interaction with other COQ pathway genes (e.g., COQ1, COQ2, COQ4) and involvement in mitochondrial fu"
famous,DMD,B,0,A,0,True,8,"The DMD gene encodes dystrophin, a critical structural protein that links the cytoskeleton to the extracellular matrix in muscle and other tissues. Its absence disrupts mechanical stability, leading to progressive muscle degeneration and systemic complications. In mice, dystrophin deficiency causes "
famous,EEF1E1,A,1,B,0,True,1,"The gene EEF1E1 encodes a subunit of the eukaryotic translation elongation factor 1 complex, which is critical for protein synthesis. This gene is part of a multi-subunit complex that facilitates the translocation of aminoacyl-tRNA to the ribosome during translation elongation. Its functional partne"
famous,ERCC1,A,1,A,1,True,8,"The gene ERCC1 encodes a key component of the nucleotide excision repair (NER) pathway, which is critical for repairing DNA damage caused by UV light, chemical carcinogens, and other genotoxic stressors. Its interaction with XPA, XPF, and ERCC6 (CSB) highlights its role in the global genome NER subp"
famous,ERCC2,A,1,A,1,True,3,"The gene ERCC2 encodes a key component of the nucleotide excision repair (NER) pathway, which is critical for repairing DNA damage caused by UV light, chemical carcinogens, and other genotoxic stressors. This gene interacts with multiple DNA repair proteins (e.g., ERCC1, XPA, XPC) and transcription "
famous,FGF23,A,1,B,0,True,5,"The gene FGF23 encodes a secreted phosphoprotein that acts as a key regulator of phosphate homeostasis and vitamin D metabolism. Its signaling occurs through FGFR1/2 and Klotho co-receptors, with downstream effects on renal phosphate excretion and 1,25-dihydroxyvitamin D synthesis. Loss-of-function "
famous,FN1,A,1,B,0,True,8,"The gene FN1 encodes fibronectin, a secreted glycoprotein critical for extracellular matrix organization, cell adhesion, and developmental processes. Its interactions with integrins, growth factors (e.g., FGF, PDGF), and other ECM components suggest roles in tissue repair, angiogenesis, and cellular"
famous,FXN,A,1,A,1,True,7,"The gene FXN encodes frataxin, a mitochondrial protein critical for iron-sulfur cluster biogenesis and iron homeostasis. Its loss-of-function disrupts mitochondrial function, leading to iron accumulation, oxidative stress, and cellular damage. In humans, FXN mutations cause Friedreich ataxia, a neur"
famous,GH,A,1,B,0,True,0,"The gene GH encodes growth hormone, a key regulator of growth, metabolism, and longevity. Its signaling pathway interacts with GH receptor (GHR), IGF1, and JAK-STAT components, forming a conserved axis critical for somatic growth and metabolic homeostasis. Loss of GH function in mice would disrupt t"
famous,GHR,B,0,B,1,True,7,"The gene GHR encodes the growth hormone receptor, a critical component of the somatotropic axis that regulates growth, metabolism, and longevity. Its interaction with GH and GHRHR establishes a direct signaling cascade, while its role in the MAPK1/3 pathway links it to stress responses and cellular "
famous,GRN,B,0,B,1,True,9,"The gene GRN encodes granulin, a secreted protein involved in tissue repair, immune modulation, and stress response. Its functional partners include growth factors (e.g., EGF, TGFβ) and extracellular matrix components, suggesting roles in wound healing and inflammation. The protein’s presence in the"
famous,HTR1B,B,0,B,1,True,7,"The gene HTR1B encodes a serotonin receptor (5-HT1B) that modulates neuronal excitability and behavior. Its loss-of-function in mice may disrupt serotonin signaling, which is critical for mood regulation, locomotion, and stress responses. However, serotonin pathways are often redundant, with other r"
famous,HTRA2,A,1,A,1,True,2,"The HTRA2 gene encodes a mitochondrial serine protease that plays a critical role in mitochondrial quality control by degrading damaged mitochondrial proteins. Its activity is essential for maintaining mitochondrial proteostasis, which is a key component of the mitochondrial dysfunction hallmark of "
famous,HTT,B,0,B,1,True,11,"The gene HTT encodes huntingtin, a large protein with multiple functional domains, including a polyglutamine tract and a proline-rich region. Its molecular functions include RNA binding, protein binding, and microtubule binding, while its biological processes involve axon guidance, transcriptional r"
famous,IGF1,B,0,B,1,True,12,"The IGF1 gene encodes insulin-like growth factor 1, a critical regulator of growth, metabolism, and longevity through its role in the IGF1 signaling pathway. This pathway interacts with key aging hallmarks, including deregulated nutrient sensing (hallmark 6) and mitochondrial dysfunction (hallmark 7"
famous,IRS1,B,0,A,0,True,10,"The insulin receptor substrate 1 (IRS1) gene encodes a key signaling adaptor protein that mediates insulin and IGF1 signaling through the PI3K/AKT pathway. This pathway is central to glucose homeostasis, growth regulation, and longevity. In mice, IRS1 knockout results in severe insulin resistance, h"
famous,IRS2,B,0,A,0,True,11,"The gene IRS2 encodes a transcriptional coactivator critical for Wnt signaling and developmental patterning, particularly in the nervous system and pancreas. Its interaction with Wnt pathway components (e.g., WNT2B, WNT5A) and role in Notch signaling suggest it integrates developmental cues essentia"
famous,KL,A,1,B,0,True,4,"The KL gene encodes a lysosomal enzyme involved in the degradation of lysosomal proteins, particularly those with a lysosomal targeting signal. Its role in autophagy and lysosomal function suggests a potential link to cellular maintenance and stress responses. However, the gene's expression is prima"
famous,LMNA,B,0,A,0,True,13,"The LMNA gene encodes lamin A, a critical structural component of the nuclear lamina that provides mechanical stability to the nucleus and regulates chromatin organization. Its loss-of-function would disrupt nuclear integrity, leading to genomic instability, impaired DNA repair, and cellular dysfunc"
famous,MIF,B,0,B,1,True,8,"The gene MIF encodes a pro-inflammatory cytokine with pleiotropic effects on immune regulation, metabolic homeostasis, and stress responses. Its interactions with CD74, C5AR1, and HIF1A suggest roles in antigen presentation, complement activation, and hypoxia adaptation. The presence of multiple hig"
famous,MSH2,A,1,A,1,True,11,"The MSH2 gene encodes a key component of the DNA mismatch repair (MMR) system, forming a heterodimer with MSH6 to recognize and repair base-base mismatches and small insertion/deletion loops during DNA replication. Its interaction with MLH1, PMS2, and other MMR proteins underscores its central role "
famous,MSRA,A,1,B,0,True,1,"The gene MSRA encodes a mitochondrial sulfiredoxin-like antioxidant enzyme that counteracts oxidative stress by reducing sulfenic acid residues on proteins, particularly in the mitochondrial matrix. Its interaction with SOD2 (superoxide dismutase) and PRDX1 (peroxiredoxin 1) highlights its role in n"
famous,MSTN,B,0,B,1,True,9,"The gene MSTN encodes myostatin, a TGF-β superfamily member that negatively regulates skeletal muscle growth. Its loss-of-function in mice leads to hypermuscularity, increased physical performance, and enhanced metabolic efficiency. Myostatin signaling intersects with pathways like TGF-β and BMP, wh"
famous,MTBP,A,1,B,0,True,1,MTBP encodes a mitochondrial transcription factor critical for maintaining mitochondrial DNA (mtDNA) stability and transcription. Its interaction with POLRMT and TFAM suggests a central role in mtDNA replication and transcriptional regulation. Loss of MTBP would disrupt mitochondrial gene expression
famous,MYC,B,0,B,1,True,8,"The MYC gene encodes a transcription factor that regulates cell growth, proliferation, and apoptosis through its role in the cell cycle and metabolic regulation. It interacts with key pathways such as the Wnt signaling pathway, which governs tissue homeostasis and regeneration, and the p53 pathway, "
famous,NFKB1,B,0,A,0,True,13,"The NFKB1 gene encodes a critical subunit of the NF-κB transcription factor complex, which regulates inflammation, immune responses, and stress resistance. Its role in activating pro-inflammatory cytokines (e.g., TNF, IL-6) and survival pathways (e.g., NF-κB-dependent anti-apoptotic genes) positions"
famous,NOS3,B,0,A,0,True,38,"The gene NOS3 encodes endothelial nitric oxide synthase, a critical enzyme for generating nitric oxide (NO) in vascular endothelial cells. NO is a key signaling molecule regulating vascular tone, blood pressure, and endothelial homeostasis. The protein interacts with multiple partners (e.g., AKT1, R"
famous,PARP1,B,0,A,0,True,9,"The gene PARP1 encodes a key enzyme involved in DNA repair, particularly in the detection and repair of single-strand breaks through the base excision repair (BER) pathway. Its molecular functions include DNA repair, chromatin remodeling, and regulation of apoptosis, with interactions spanning DNA r"
famous,PER2,B,0,B,1,True,10,"The PER2 gene encodes a core component of the circadian clock, functioning as a transcriptional repressor that regulates the expression of clock genes through its interaction with CLOCK and BMAL1. Its role in maintaining circadian rhythms is critical for physiological homeostasis, including sleep-wa"
famous,PLAU,B,0,B,1,True,17,"The gene PLAU encodes plasminogen activator, urokinage, a serine protease critical for extracellular matrix remodeling, cell migration, and proteolytic activation of plasminogen. Its functional partners (e.g., SERPINE1, SERPINB1, MMP2) and pathways (proteolysis, cell adhesion, angiogenesis) highligh"
famous,POLG,A,1,A,1,True,1,"The POLG gene encodes the catalytic subunit of DNA polymerase gamma, which is essential for mitochondrial DNA replication and repair. Mitochondrial dysfunction is a hallmark of aging, and POLG's role in maintaining mtDNA integrity directly impacts cellular energy production and ROS management. Loss "
famous,POU1F1,A,1,A,1,True,0,"The POU1F1 gene encodes a transcription factor critical for the development and function of neuroendocrine tissues, particularly the pituitary gland and hypothalamus. Its molecular functions include DNA binding and regulation of transcription, with key interactions with genes like POU4F1 and POU3F4,"
famous,PPARG,B,0,B,1,True,14,"PPARG encodes a nuclear hormone receptor critical for adipogenesis, lipid metabolism, and insulin sensitivity. Its knockout disrupts adipocyte differentiation and energy homeostasis, leading to metabolic dysregulation. While PPARG is essential for adipose tissue development, mice lacking PPARG exhib"
famous,PPM1D,A,1,A,1,True,3,"PPM1D encodes a serine/threonine phosphatase that antagonizes p53 activity by dephosphorylating it, thereby promoting cell cycle progression and inhibiting apoptosis. Its interaction with TP53 and involvement in DNA damage response pathways suggest a critical role in maintaining genomic stability an"
famous,PTEN,B,0,A,0,True,18,"The PTEN gene encodes a dual-specificity phosphatase that negatively regulates the PI3K-AKT-mTOR signaling axis, a central pathway in cell growth, survival, and metabolism. Loss of PTEN function leads to constitutive activation of AKT and mTOR, promoting cell proliferation and inhibiting apoptosis. "
famous,RBM38,A,1,B,0,True,1,"The gene RBM38 encodes an RNA-binding protein with a predicted role in RNA processing and splicing. Its molecular functions include RNA binding and splicing factor activity, suggesting involvement in post-transcriptional regulation. The protein interacts with components of the spliceosome (e.g., U2A"
famous,RICTOR,A,1,A,1,True,3,"The RICTOR gene encodes a core component of the mTORC2 complex, which regulates cellular metabolism, growth, and survival through phosphorylation of Akt and other substrates. Its interaction with mTOR, RPTOR, and SIN1 highlights its role in maintaining mTORC2 integrity, which is critical for stress "
famous,RPS6KB1,B,0,B,1,True,7,"The gene RPS6KB1 encodes a ribosomal protein involved in translation initiation, specifically as part of the 40S ribosomal subunit. Ribosomal proteins are critical for cellular growth and protein synthesis, and their dysregulation is often linked to aging and stress responses. However, RPS6KB1 itsel"
famous,SERPINE1,B,0,B,1,True,10,"The gene SERPINE1 encodes plasminogen activator inhibitor-1 (PAI-1), a serine protease inhibitor critical for regulating fibrinolysis, cell proliferation, and senescence. Its molecular functions include inhibition of plasminogen activators (e.g., tPA, uPA), which are essential for extracellular matr"
famous,SHC1,A,1,A,1,True,4,"The SHC1 gene encodes a cytoplasmic adaptor protein that links cell surface receptors to downstream signaling cascades, particularly the MAPK/ERK pathway, which regulates cell proliferation, differentiation, and survival. Its interaction with GRB2, PIK3R1, and PLCG2 highlights its role in integratin"
famous,SIRT1,A,1,A,1,True,10,"The SIRT1 gene encodes a NAD+-dependent deacetylase that regulates chromatin structure, DNA repair, and metabolic homeostasis through interactions with key aging-related pathways. Its physical and functional associations with p53, FOXO1, and NF-κB highlight its role in stress resistance, genomic sta"
famous,SIRT6,A,1,A,1,True,4,"The SIRT6 gene encodes a NAD+-dependent deacetylase that plays a central role in genomic stability, DNA repair, and epigenetic regulation. Its interactions with proteins like PARP1, BRCA1, and ATM highlight its involvement in DNA damage response pathways, while its role in histone deacetylation link"
famous,SOD2,A,1,B,0,True,14,"The SOD2 gene encodes manganese superoxide dismutase, a critical antioxidant enzyme that neutralizes superoxide radicals in mitochondria and the cytosol. Its activity is essential for mitigating oxidative stress, which accumulates with age and contributes to cellular damage. The protein interacts wi"
famous,STUB1,A,1,B,0,True,5,"STUB1 encodes a ubiquitin ligase involved in proteasomal degradation, with interactions spanning ubiquitin pathways, DNA repair, and stress responses. Its role in degrading damaged proteins and maintaining proteostasis suggests that loss-of-function could lead to proteotoxic stress, a hallmark of ag"
famous,TOP3B,A,1,B,0,True,2,"The TOP3B gene encodes a type 2 topoisomerase that resolves DNA entanglements during replication and recombination. Its enzymatic activity introduces transient double-strand breaks to relax supercoiled DNA, a process critical for genome stability. The protein interacts with key DNA repair and replic"
famous,TRP53,B,0,B,1,True,96,"The tumor suppressor gene TRP53 (p53) plays a central role in cellular stress responses, including DNA damage, hypoxia, and oncogene activation. Its loss-of-function mutations are associated with increased cancer risk in humans, but the impact on lifespan in mice depends on compensatory mechanisms a"
famous,TRP63,B,0,B,1,True,18,"TRP63 encodes a p53 family member with roles in stress-induced apoptosis, DNA damage response, and epithelial homeostasis. Its functional partners (TP53, TP63, TP73) form a network regulating cell cycle arrest and senescence, particularly in response to genotoxic stress. The gene's involvement in p5"
famous,TRP73,A,1,B,0,True,4,"TRP73 encodes a transcription factor with roles in stress response, apoptosis, and developmental regulation. Its interaction network includes p53 family members (TP53, TP63, TP73), suggesting functional redundancy in DNA damage and stress signaling pathways. The presence of multiple paralogous genes"
famous,TRPV1,B,0,B,1,True,24,"TRPV1 encodes a calcium-permeable ion channel with critical roles in nociception, thermosensation, and metabolic regulation. Its knockout (TRPV1-/-) eliminates a key mediator of pain signaling and stress responses, which could theoretically enhance survival by reducing tissue damage from chronic inf"
famous,TXN1,A,1,B,0,True,1,"The gene TXN1 encodes a thioredoxin protein critical for maintaining redox homeostasis by neutralizing reactive oxygen species (ROS). Thioredoxins are central to antioxidant defense systems, working in concert with peroxiredoxins and glutaredoxins to counteract oxidative stress. In mice, TXN1 is exp"
famous,UCP2,B,0,B,1,True,8,"The UCP2 gene encodes a mitochondrial uncoupling protein that regulates reactive oxygen species (ROS) production and energy metabolism. Its loss-of-function would reduce mitochondrial uncoupling, potentially increasing ROS levels and impairing metabolic flexibility. However, UCP2 is not essential fo"
famous,XPA,B,0,A,0,True,13,"The XPA gene encodes a key component of the nucleotide excision repair (NER) pathway, which is critical for repairing DNA damage caused by UV light, chemical carcinogens, and other helix-distorting lesions. Its protein product, XPA, acts as a scaffold that coordinates the NER machinery by binding to"
famous,ZMPSTE24,A,1,A,1,True,8,"The ZMPSTE24 gene encodes a metalloprotease involved in the maturation of lamin proteins, specifically cleaving the C-terminal hydroxylation domain of prelamin A. This process is critical for nuclear envelope integrity and chromatin organization. Loss of ZMPSTE24 function would lead to accumulation "
obscure,4930444P10RIK,A,1,B,0,True,0,"The gene 4930444P10RIK encodes a protein with predicted roles in RNA splicing and DNA repair, as evidenced by its interaction with components of the spliceosome (e.g., HNRNPA2B1, HNRNPH1) and DNA repair pathways (e.g., BRCA1, BRCA2). Its physical and functional associations with genes like BRCA1 and"
obscure,ADAM20,B,0,B,1,True,0,"ADAM20 encodes a transmembrane metalloprotease involved in proteolytic processing of membrane-bound proteins, including Notch receptors and other signaling molecules. Its functional partners (e.g., NOTCH1, NOTCH2, NOTCH3, NOTCH4) and pathways (e.g., NOTCH signaling) suggest roles in developmental pr"
obscure,ANAPC7,A,1,B,0,True,0,"The gene ANAPC7 encodes a subunit of the anaphase-promoting complex (APC), a multi-subunit E3 ubiquitin ligase critical for cell cycle regulation and proteostasis. Its interaction with APC subunits (APC2, APC3, APC4, APC5, APC11, APC10) and functional association with the APC complex highlight its r"
obscure,ANKRD50,A,1,B,0,True,0,"The gene ANKRD50 encodes a protein with a predicted nuclear localization and a zinc finger domain, suggesting roles in DNA binding or chromatin regulation. Its interaction with the nuclear receptor corepressor N-CoR (N-CoR1) implies involvement in transcriptional repression, potentially modulating g"
obscure,AP4M1,B,0,B,1,True,0,"AP4M1 encodes a subunit of the AP-4 adaptor complex, which mediates vesicular transport between the trans-Golgi network and endosomes. Its interaction with AP4B1, AP4D1, and AP4E1 suggests a role in cargo selection and membrane trafficking. While AP-4 is less characterized than other adaptor complex"
obscure,ARHGEF17,A,1,B,0,True,0,"The gene ARHGEF17 encodes a guanine nucleotide exchange factor (GEF) that activates Rho GTPases, particularly RAC1 and RHOA, which regulate cytoskeletal dynamics, cell migration, and stress responses. Its interaction with RAC1 and RHOA suggests a role in maintaining cellular integrity and stress ada"
obscure,ATP6V1D,A,1,B,0,True,0,"The gene ATP6V1D encodes a subunit of the vacuolar ATPase complex, which is critical for lysosomal acidification and autophagy. This protein interacts with multiple components of the vacuolar ATPase complex (e.g., ATP6V0A1, ATP6V1G2, ATP6V0C) and participates in pathways such as autophagy and endocy"
obscure,ATP8B2,A,1,B,0,True,0,"The gene ATP8B2 encodes a phospholipid flippase involved in lipid asymmetry of membranes, particularly in the endoplasmic reticulum (ER) and Golgi apparatus. Its molecular function as a phospholipid translocase suggests a role in maintaining membrane integrity and lipid homeostasis, which are critic"
obscure,C7,B,0,B,1,True,0,"The gene C7 encodes complement component 7, a critical component of the classical complement pathway that forms the C5 convertase enzyme complex. This pathway is essential for immune defense against pathogens, particularly in the context of systemic infections and inflammatory responses. The complem"
obscure,CBX6,B,0,B,1,True,0,"The protein CBX6 encodes a component of the polycomb repressive complex 1 (PRC1), which is critical for gene silencing through histone ubiquitination and chromatin remodeling. Its interaction with EZH2, a histone methyltransferase, and other PRC1 subunits (e.g., RING1, PCBP1) underscores its role in"
obscure,CCDC174,A,1,B,0,True,0,"CCDC174 encodes a coiled-coil domain-containing protein with predicted roles in intracellular transport and vesicle trafficking, interacting with proteins like KIF1C and KIF1A—components of the kinesin family involved in microtubule-based transport. Its molecular functions (protein binding, microtub"
obscure,CCDC191,B,0,B,1,True,0,"CCDC191 encodes a coiled-coil domain-containing protein with predicted roles in RNA processing and stress response pathways, interacting with components of the RNA-induced silencing complex (RISC) and stress granules. Its molecular functions include RNA binding and protein dimerization, suggesting i"
obscure,CLDN13,B,0,B,1,True,0,"The gene CLDN13 encodes a tight junction protein critical for epithelial barrier integrity, particularly in tissues like the intestine and kidney. Its functional partners, including CLDN3, CLDN4, and CLDN18, suggest it operates within a network maintaining paracellular permeability and tissue homeos"
obscure,CLINT1,A,1,B,0,True,0,"The gene CLINT1 (CLINCHENIN-1) is a poorly characterized gene with limited functional annotation. Its molecular function is predicted to involve protein binding, but no direct links to aging hallmarks (e.g., genomic instability, mitochondrial dysfunction, or senescence) are evident from current data"
obscure,CLVS1,B,0,B,1,True,0,"The gene CLVS1 encodes a protein with predicted roles in lipid metabolism and membrane organization, containing domains like the CLYSH domain and a transmembrane region. Its interaction with CLYSH and localization to the endoplasmic reticulum (ER) suggest involvement in ER stress responses or lipid "
obscure,CMIP,A,1,B,0,True,0,"The CMIP gene encodes a transcriptional co-repressor that interacts with the Notch signaling pathway, a critical regulator of cell fate decisions, stem cell maintenance, and tissue homeostasis. Its functional partners include NOTCH1, NOTCH2, and NOTCH3, which are central to developmental processes a"
obscure,DCAF15,B,0,B,1,True,0,"The DCAF15 gene encodes a substrate adaptor for the CUL4-DDB1 E3 ubiquitin ligase complex, which targets specific proteins for proteasomal degradation. Its functional partners include DDB1, CUL4A, and CUL4B, all central to ubiquitin-mediated proteolysis. The gene's involvement in DNA repair pathways"
obscure,DDX21,A,1,B,0,True,0,"The gene DDX21 encodes a DEAD-box RNA helicase with roles in RNA processing, including splicing and ribosome biogenesis. Its interaction network includes components of the spliceosome (e.g., PRPF8, SF3B1) and RNA polymerase III machinery (e.g., TRMT61A), suggesting it operates in fundamental RNA met"
obscure,DGKQ,B,0,B,1,True,0,"The gene DGKQ encodes a diacylglycerol kinase that phosphorylates diacylglycerol to produce phosphatidic acid, a key lipid signaling molecule. This enzyme is critical for lipid metabolism and membrane signaling, processes that intersect with aging hallmarks such as deregulated nutrient sensing (hall"
obscure,DPY19L1,A,1,B,0,True,0,"DPY19L1 encodes a dihydropyrimidine dehydrogenase involved in pyrimidine metabolism, a pathway critical for nucleotide synthesis and DNA repair. Its interaction with DHODH, a key enzyme in the de novo pyrimidine synthesis pathway, suggests a role in maintaining nucleotide pools necessary for cellula"
obscure,EDARADD,A,1,A,1,True,0,"The EDARADD gene encodes an adaptor protein critical for ectodermal development, immune signaling, and NF-κB activation. Its role in the TNFR superfamily signaling pathway positions it as a key mediator of inflammatory responses and developmental signaling. Loss-of-function mutations in EDARADD disr"
obscure,EMILIN3,B,0,B,1,True,0,"The EMILIN3 gene encodes an extracellular matrix protein that interacts with integrins and other matrix components, playing a role in tissue remodeling and immune modulation. Its functional partners include MMPs, TIMPs, and CDH1, suggesting involvement in cell adhesion and protease regulation. The p"
obscure,ERLIN2,B,0,B,1,True,0,"The ERLIN2 gene encodes an endoplasmic reticulum (ER) luminal protein that interacts with the ER stress sensor IRE1α and the ER translocon complex, playing a critical role in ER stress response and protein translocation. Its physical and functional interactions with IRE1α, SEC61 subunits, and other "
obscure,EXOC3L4,A,1,B,0,True,0,"The gene EXOC3L4 encodes a protein involved in the exocyst complex, which regulates vesicle tethering to the plasma membrane. This complex is critical for polarized secretion, cell migration, and endocytosis. The exocyst subunits interact with Rho GTPases and phosphoinositides to coordinate membrane"
obscure,FHIP2B,B,0,B,1,True,0,"The gene FHIP2B encodes a protein with a predicted role in RNA processing, specifically as a component of the FIP35 complex involved in RNA splicing and stability. Its interaction with FIP35 and other RNA-binding proteins suggests a role in maintaining transcriptome integrity. While RNA processing d"
obscure,FPGS,B,0,B,1,True,0,"The gene FPGS (Folate Polyglutamate Synthase) encodes a mitochondrial enzyme critical for folate polyglutamylation, a process that traps folate cofactors within mitochondria to support one-carbon metabolism. This pathway is essential for nucleotide synthesis, methylation reactions, and redox homeost"
obscure,GM5547,B,0,B,1,True,0,"The gene GM5547 maps to the gene name ""Gm5547"" in the official gene symbol database, indicating it is a predicted or poorly characterized gene with limited functional annotation. Its association with the ""Gm"" prefix suggests it belongs to the ""Gm"" family of genes, which are often poorly characterize"
obscure,GPATCH3,B,0,B,1,True,0,"The gene GPATCH3 encodes a component of the VCP-associated E3 ubiquitin ligase complex, which plays a critical role in protein quality control and proteostasis. Its molecular functions—ubiquitin ligase activity, RNA binding, and interactions with VCP (p97), UBA52, and other ubiquitin pathway compone"
obscure,H2AB3,B,0,B,1,True,0,"The H2AB3 gene encodes a histone H2A variant (H2A.B3) that plays a critical role in chromatin structure and gene regulation. Histone variants like H2A.B3 are involved in DNA repair, transcriptional regulation, and chromatin remodeling, processes essential for maintaining genomic stability and cellul"
obscure,INTS11,A,1,B,0,True,0,"The INTS11 gene encodes a subunit of the INTELLECTUS complex, which is involved in RNA processing and DNA repair pathways. Its interaction with components of the INTELLECTUS complex (e.g., INTS1, INTS2, INTS3) and its role in DNA damage response pathways suggest a critical function in maintaining ge"
obscure,IPO7,A,1,A,1,True,0,"The gene IPO7 encodes a nucleocytoplasmic transport receptor critical for nuclear import of ribosomal subunits and other macromolecules. Its interaction with importin subunits (e.g., IPO4, IPO5) and ribosomal proteins (e.g., RPL4, RPL8) underscores its role in maintaining ribosome biogenesis and pro"
obscure,IQCJ,B,0,A,0,True,0,"The gene IQCJ encodes an E3 ubiquitin ligase component of the CUL5-RBX1-Roc1-Skp2 complex, which targets proteins like p27 (CDKN1B) for degradation, thereby regulating cell cycle progression. Its interaction with SKP2 and CUL5 places it within a pathway critical for maintaining proteostasis and cell"
obscure,KIF28,A,1,B,0,True,0,"The KIF28 gene encodes a kinesin motor protein critical for mitotic spindle organization and chromosome segregation during cell division. Its functional interactions with TPX2, AURKA, and other mitotic regulators suggest a central role in ensuring proper chromosomal alignment and segregation. Loss o"
