group,gene,gold,gold_label,pred,correct,parsed,pmids,raw
famous,ERCC1,A,1,A,1,True,8,ERCC1 is a critical DNA repair gene involved in nucleotide excision repair (NER) and interstrand crosslink repair. ERCC1 knockout mice are well-established in the literature to show severe premature aging phenotypes and die at a young age (typically within a few weeks to months after birth) due to a
famous,ERCC2,A,1,A,1,True,3,"ERCC2 (also known as XPD) encodes a DNA helicase that is a component of the TFIIH complex, involved in nucleotide excision repair (NER). In humans, mutations in ERCC2 cause xeroderma pigmentosum, Cockayne syndrome, or trichothiodystrophy, all associated with accelerated aging and reduced lifespan.  "
famous,FGF23,A,1,A,1,True,5,"FGF23 knockout mice are well-characterized in the literature. They develop severe hyperphosphatemia, hypervitaminosis D, ectopic calcifications, and a syndrome resembling tumoral calcinosis/hyperphosphatemic familial tumoral calcinosis. These mice show dramatically shortened lifespans, typically dyi"
famous,FN1,A,1,A,1,True,8,"FN1 encodes fibronectin, an extracellular matrix glycoprotein critical for cell adhesion, migration, and tissue organization. Homozygous knockout of FN1 in mice is embryonic lethal — fibronectin-null embryos die around embryonic day 8.5 due to severe defects in mesoderm formation, notochord developm"
famous,FXN,A,1,A,1,True,7,"FXN encodes frataxin, a mitochondrial protein essential for iron-sulfur cluster assembly. In humans, loss of frataxin causes Friedreich's ataxia, a severe progressive disease. In mice, homozygous knockout of FXN (frataxin) is embryonic lethal — mice die early in embryogenesis (around embryonic day 6"
famous,GRN,B,0,A,0,True,9,"GRN encodes progranulin, a secreted growth factor involved in lysosomal function and neuroinflammation. In mice, homozygous GRN knockout (Grn−/−) mice are viable and fertile but develop progressive neurodegeneration, neuroinflammation, and lipofuscinosis (resembling neuronal ceroid lipofuscinosis). "
famous,HTRA2,A,1,A,1,True,2,"HTRA2 (also known as Omi) is a mitochondrial serine protease involved in apoptosis and mitochondrial quality control. Mice with homozygous loss-of-function mutations in HTRA2 develop a neurodegenerative disorder with parkinsonian features (striatal neurodegeneration) and die prematurely, typically a"
famous,HTT,B,0,A,0,True,11,"HTT (Huntingtin) is essential for embryonic development. Complete knockout of HTT in mice results in embryonic lethality around embryonic day 7.5-8.5 due to defects in gastrulation. Homozygous Htt knockout mice do not survive to birth, let alone to adulthood.  Answer: A"
famous,IGF1,B,0,B,1,True,12,"IGF1 knockout mice are viable and fertile. They are small (dwarfed) due to reduced growth, but they do not die prematurely—in fact, reduced IGF1 signaling is associated with extended lifespan in mice. The homozygous IGF1 knockout mice survive to adulthood and have normal or even extended lifespans c"
famous,IRS1,B,0,B,1,True,10,"IRS1 (Insulin Receptor Substrate 1) knockout mice are well-characterized in the literature. These mice are viable and fertile, though they exhibit insulin resistance and growth retardation (they are smaller than wild-type littermates). Importantly, IRS1 knockout mice do not show premature death — in"
famous,IRS2,B,0,A,0,True,11,"IRS2 (insulin receptor substrate 2) knockout mice have been studied extensively. IRS2-/- mice develop type 2 diabetes due to insulin resistance and beta-cell failure, and they die prematurely from diabetic complications. Studies have shown that homozygous IRS2 knockout mice have a significantly shor"
famous,KL,A,1,A,1,True,4,"The gene KL encodes Klotho, a well-characterized aging-suppressor protein. Homozygous Klotho knockout mice display a severe premature aging syndrome, including growth retardation, infertility, arteriosclerosis, skin atrophy, osteoporosis, and emphysema, and die prematurely at around 8–9 weeks of age"
famous,LMNA,B,0,A,0,True,13,"LMNA encodes Lamin A/C, a nuclear lamina structural protein. Homozygous LMNA knockout mice are well-characterized in the literature. They are born at normal Mendelian ratios and appear normal initially, but develop a severe muscular dystrophy and dilated cardiomyopathy phenotype, leading to prematur"
famous,MIF,B,0,B,1,True,8,"MIF (Macrophage Migration Inhibitory Factor) knockout mice have been generated and studied extensively. MIF-/- mice are viable, fertile, and do not show premature death or shortened lifespan under normal laboratory conditions. They do show altered immune responses (reduced inflammatory responses) bu"
famous,MSH2,A,1,A,1,True,11,"MSH2 is a key mismatch repair (MMR) gene. Homozygous loss of MSH2 in mice leads to a strong cancer-prone phenotype — mice develop lymphomas and other tumors at a young age, resulting in significantly shortened lifespan compared to wild-type mice.  Answer: A"
famous,MSRA,A,1,A,1,True,1,MSRA (Methionine Sulfoxide Reductase A) is an enzyme that repairs oxidatively damaged methionine residues in proteins. It plays a role in protecting against oxidative stress.  Studies on MSRA knockout mice have shown that they are viable and fertile but exhibit increased sensitivity to oxidative str
famous,MSTN,B,0,B,1,True,9,"MSTN (myostatin) knockout mice are well-characterized. They exhibit a ""mighty mouse"" phenotype with dramatically increased muscle mass due to muscle hyperplasia and hypertrophy. These mice are viable, fertile, and do not show premature death or shortened lifespan. In fact, increased muscle mass is g"
famous,MYC,B,0,A,0,True,8,"MYC is a proto-oncogene that is essential for cell proliferation, growth, and development. Homozygous knockout of MYC in mice is embryonic lethal — embryos die around embryonic day 10.5 due to severe defects in growth and development (affecting both embryonic and extraembryonic tissues). This consti"
famous,NFKB1,B,0,B,1,True,13,"NFKB1 (encoding p50, a subunit of NF-κB) knockout mice have been generated and studied. These mice are viable and fertile. They do show immune defects (impaired B-cell responses, susceptibility to certain infections, and increased susceptibility to colitis/gastric pathology with age), but they are n"
famous,NOS3,B,0,B,1,True,38,"NOS3 encodes endothelial nitric oxide synthase (eNOS). NOS3 knockout mice are viable and fertile. They develop hypertension and have cardiovascular abnormalities, but they do not show premature death or significantly shortened lifespan under standard laboratory conditions. Studies on NOS3 knockout m"
famous,PARP1,B,0,B,1,True,9,"PARP1 knockout mice are viable and fertile, with relatively normal lifespans under standard conditions. While they show increased sensitivity to DNA-damaging agents and have some metabolic phenotypes, they do not exhibit premature death or significantly shortened lifespan under normal laboratory con"
famous,PER2,B,0,B,1,True,10,"PER2 is a core component of the circadian clock. Per2 knockout mice have been studied extensively. They show disrupted circadian rhythms and have increased cancer susceptibility (particularly hematopoietic malignancies), but they are generally viable and do not show dramatically shortened lifespan u"
famous,PLAU,B,0,B,1,True,17,"PLAU encodes urokinase-type plasminogen activator (uPA). Mice with homozygous knockout of PLAU (uPA−/−) are viable and fertile. They develop spontaneous fibrin deposits in various tissues over time, but they do not show dramatically shortened lifespans under standard laboratory conditions. The prima"
famous,POLG,A,1,A,1,True,1,"POLG encodes the mitochondrial DNA polymerase gamma, the sole DNA polymerase responsible for replication and repair of mitochondrial DNA (mtDNA). Homozygous knockout of POLG in mice leads to complete loss of mtDNA replication capacity, resulting in mtDNA depletion, severe mitochondrial dysfunction, "
famous,PPARG,B,0,A,0,True,14,PPARG (PPARγ) homozygous knockout mice die during embryonic development (around E10) due to placental defects (failure of trophoblast differentiation). This constitutes premature death/impaired survival.  Answer: A
famous,PPM1D,A,1,B,0,True,3,"PPM1D (also known as Wip1) encodes a phosphatase that negatively regulates the p53/DNA damage response pathway. PPM1D knockout mice have been studied and are viable and fertile. They show enhanced p53 activity and increased resistance to certain tumors, but they do not exhibit premature death or sho"
famous,PTEN,B,0,A,0,True,18,"PTEN is a tumor suppressor gene. Homozygous PTEN knockout in mice is embryonic lethal (mice die around embryonic day 6.5-9.5 due to defects in gastrulation and other developmental processes). Therefore, homozygous PTEN knockout mice do not survive to adulthood — they die prematurely (before birth). "
famous,RBM38,A,1,B,0,True,1,"RBM38 (RNA-binding motif protein 38, also known as RNPC1) is an RNA-binding protein that regulates p21 mRNA stability and is involved in the p53 pathway. Studies on RBM38 knockout mice have shown that these mice are viable and fertile, without reported premature death or significantly shortened life"
famous,RICTOR,A,1,A,1,True,3,"RICTOR is an essential component of mTORC2. Complete (constitutive, whole-body) homozygous knockout of Rictor in mice is embryonic lethal — mice die around embryonic day 10.5 due to defects in vascular development and other processes. Thus, homozygous Rictor knockout mice do not survive to adulthood"
famous,SERPINE1,B,0,B,1,True,10,"SERPINE1 encodes PAI-1 (plasminogen activator inhibitor-1), an inhibitor of tissue plasminogen activator (tPA) and urokinase (uPA). Loss of PAI-1 leads to enhanced fibrinolysis. SERPINE1 knockout mice have been studied extensively. They are viable and fertile, and notably do not show premature death"
famous,SHC1,A,1,A,1,True,4,"SHC1 encodes the ShcA adaptor protein, which is involved in growth factor receptor signaling (e.g., insulin/IGF-1 signaling). Complete knockout of SHC1 in mice is embryonic lethal due to cardiovascular defects (the p66Shc isoform-specific knockout is viable, but full SHC1 knockout is lethal). Thus, "
famous,SIRT1,A,1,A,1,True,10,"SIRT1 knockout mice have been studied extensively. Homozygous SIRT1 knockout mice are viable but show significant developmental defects, including growth retardation, metabolic abnormalities, and reduced fertility. Importantly, they do have a shortened lifespan compared to wild-type mice — they tend"
famous,SIRT6,A,1,A,1,True,4,"SIRT6 knockout mice are well-characterized in the literature. Mice homozygous for SIRT6 loss-of-function develop a severe progeroid syndrome, exhibiting metabolic defects, genomic instability, and die prematurely (typically around 4 weeks of age).  Answer: A"
famous,SOD2,A,1,A,1,True,14,"SOD2 encodes manganese superoxide dismutase (MnSOD), the primary mitochondrial antioxidant enzyme that detoxifies superoxide radicals produced by the electron transport chain. Homozygous SOD2 knockout mice are well-established in the literature to develop severe oxidative stress, dilated cardiomyopa"
famous,STUB1,A,1,A,1,True,5,"STUB1 (also known as CHIP, C-terminus of Hsc70-interacting protein) is an E3 ubiquitin ligase and co-chaperone involved in protein quality control.   In mice, homozygous knockout of STUB1 has been studied. STUB1-knockout mice are viable but show accelerated aging phenotypes, including cerebellar ata"
famous,TOP3B,A,1,B,0,True,2,"TOP3B (Topoisomerase III Beta) is a type IA topoisomerase that acts on RNA as well as DNA. Studies in mice have shown that Top3b knockout mice are viable and fertile, though they may show some neurological or behavioral phenotypes and reduced fertility in some genetic backgrounds. Importantly, Top3b"
famous,TRP53,B,0,A,0,True,96,"TRP53 (also known as p53 in mice, encoded by the Trp53 gene) is a well-characterized tumor suppressor. Homozygous Trp53 knockout mice (p53-null mice) are viable and develop normally, but they have a dramatically increased susceptibility to spontaneous tumors (primarily lymphomas and sarcomas). These"
famous,TRP63,B,0,A,0,True,18,"TRP63 (also known as p63) is a transcription factor critical for the development of stratified epithelia and limb formation. Mice homozygous for loss-of-function mutations in Trp63 die shortly after birth due to severe developmental defects — they lack stratified squamous epithelia (skin, oral mucos"
famous,TRP73,A,1,A,1,True,4,"TRP73 encodes p73, a member of the p53 family of transcription factors. Unlike p53 knockouts, which develop tumors and die prematurely, p73 knockout mice are known to have a complex phenotype including neurological defects, inflammation, and infertility, but they are not typically reported to have d"
famous,TRPV1,B,0,B,1,True,24,"TRPV1 (transient receptor potential vanilloid 1) is a non-selective cation channel involved in pain sensation, thermosensation, and inflammation. TRPV1 knockout mice are viable and fertile, with a normal lifespan. They are well-characterized in the literature primarily for their reduced pain sensiti"
famous,XPA,B,0,B,1,True,13,"XPA encodes a protein essential for nucleotide excision repair (NER). In humans, XPA mutations cause xeroderma pigmentosum, characterized by extreme UV sensitivity and high cancer risk. In mice, Xpa knockout models have been studied extensively. Xpa−/− mice are viable and fertile, and under normal ("
famous,ZMPSTE24,A,1,A,1,True,8,"ZMPSTE24 (also known as FACE1) is a zinc metalloprotease essential for the proteolytic processing of prelamin A into mature lamin A. In mice, homozygous knockout of ZMPSTE24 leads to accumulation of farnesylated prelamin A, causing a progeroid syndrome characterized by growth retardation, muscle wea"
obscure,4930444P10RIK,A,1,B,0,True,0,"The gene 4930444P10Rik is a poorly characterized mouse gene (a ""Rik"" gene, indicating it was identified in RIKEN cDNA projects but has limited functional annotation). Based on available mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), many such uncharacterized gene"
obscure,ADAM20,B,0,B,1,True,0,"ADAM20 (A Disintegrin And Metalloproteinase 20) is a member of the ADAM family of proteases. In mice, ADAM20 is expressed predominantly in the testis and is involved in sperm function/fertilization. Loss of ADAM20 in mice has been associated with male infertility but not with premature death or shor"
obscure,ANAPC7,A,1,A,1,True,0,"ANAPC7 encodes a subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is essential for cell cycle progression, particularly for the metaphase-to-anaphase transition and mitotic exit. The APC/C is a critical ubiquitin ligase complex required for proper chromosome segregation and cell di"
obscure,ANKRD50,A,1,B,0,True,0,"ANKRD50 (Ankyrin Repeat Domain 50) is a relatively poorly characterized gene. There is no well-established literature indicating that homozygous knockout of ANKRD50 in mice causes premature death or shortened lifespan. Mouse knockout databases (e.g., IMPC) do not prominently list ANKRD50 knockouts a"
obscure,ARHGEF17,A,1,B,0,True,0,"ARHGEF17 (also known as TEM4) is a Rho guanine nucleotide exchange factor. Based on available mouse knockout data and the literature, homozygous loss of ARHGEF17 in mice has not been reported to cause premature lethality or significantly shortened lifespan. Mice with this knockout are generally viab"
obscure,ATP8B2,A,1,B,0,True,0,"ATP8B2 encodes a P4-type ATPase (aminophospholipid translocase) involved in phospholipid flipping. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), ATP8B2 knockout mice have been generated and studied. The IMPC data indicates that "
obscure,C7,B,0,B,1,True,0,"C7 encodes complement component 7, a component of the membrane attack complex (MAC) of the complement system. Loss of C7 in mice (and humans) leads to susceptibility to certain bacterial infections (particularly encapsulated bacteria like Neisseria), but under standard laboratory conditions (specifi"
obscure,CCDC174,A,1,A,1,True,0,"CCDC174 (Coiled-Coil Domain Containing 174) is a gene involved in RNA processing/export. Based on available mouse knockout data (e.g., from the International Mouse Phenotyping Consortium, IMPC), CCDC174 homozygous knockout mice have been reported as lethal (embryonic or perinatal lethality), meaning"
obscure,CCDC191,B,0,B,1,True,0,"CCDC191 (Coiled-Coil Domain Containing 191) is a relatively poorly characterized gene. There is no well-established literature indicating that homozygous knockout of CCDC191 in mice causes premature death or shortened lifespan. Most coiled-coil domain proteins, unless they play critical roles in ess"
obscure,CLDN13,B,0,B,1,True,0,"CLDN13 encodes Claudin-13, a member of the claudin family of tight junction proteins. Based on available literature, Cldn13 knockout mice have been generated and studied primarily in the context of hematopoiesis and vascular biology. The knockout mice are viable and fertile, and there is no reported"
obscure,CLINT1,A,1,B,0,True,0,"CLINT1 (Clathrin Interactor 1, also known as EpsinR or enthoprotin) is involved in clathrin-mediated vesicle trafficking, particularly at the trans-Golgi network.   Looking at what is known about CLINT1 knockout mice: CLINT1 knockout mice have been generated and studied. The available literature ind"
obscure,CLVS1,B,0,B,1,True,0,"CLVS1 (clavesin 1) is a retinal-specific protein involved in membrane trafficking in photoreceptor cells. It is expressed predominantly in the retina and is associated with retinal function. Loss-of-function mutations in CLVS1 are linked to retinal dystrophy/degeneration phenotypes, but not to syste"
obscure,CMIP,A,1,B,0,True,0,"CMIP (C-Maf Inducing Protein) is involved in immune signaling, particularly in T-cell function and podocyte biology. Mouse models with CMIP knockout have been studied primarily in the context of kidney disease (nephrotic syndrome) and immune function. Based on available literature, CMIP knockout mic"
obscure,DCAF15,B,0,B,1,True,0,"DCAF15 is a substrate receptor for the CRL4 E3 ubiquitin ligase complex. It has been studied primarily in the context of cancer biology and as the target of aryl sulfonamide drugs (e.g., indisulam), which hijack DCAF15 to degrade RBM39. In normal physiology, DCAF15 is not known to be essential for v"
obscure,DDX21,A,1,A,1,True,0,"DDX21 is an RNA helicase involved in ribosome biogenesis and rRNA processing. It is an essential gene in many contexts. However, in mice, complete knockout of DDX21 has been reported to be embryonic lethal — homozygous knockouts do not survive to birth. This means the animals do not have a normal li"
obscure,DGKQ,B,0,B,1,True,0,"DGKQ (diacylglycerol kinase theta) is one of the diacylglycerol kinase family members. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), DGKQ knockout mice have not been reported to show premature lethality or significantly shortene"
obscure,DPY19L1,A,1,B,0,True,0,"DPY19L1 is a C-mannosyltransferase involved in modifying thrombospondin type-1 repeat (TSR) domains. In mice, Dpy19l1 knockout studies have been reported, and the homozygous knockout mice are viable and fertile without reported premature death or shortened lifespan. The primary reported phenotype in"
obscure,EDARADD,A,1,B,0,True,0,"EDARADD encodes a death domain-containing adaptor protein involved in the EDA (ectodysplasin) signaling pathway, which is critical for the development of ectodermal appendages such as teeth, hair, and sweat glands. Loss-of-function mutations in EDARADD (or related pathway members like EDA, EDAR) cau"
obscure,ERLIN2,B,0,B,1,True,0,"ERLIN2 (ER lipid raft associated 2) encodes a protein involved in ER-associated degradation (ERAD) of inositol 1,4,5-trisphosphate receptors and cholesterol homeostasis. In humans, mutations in ERLIN2 are associated with hereditary spastic paraplegia (SPG18), a neurological condition. Mouse knockout"
obscure,EXOC3L4,A,1,B,0,True,0,"EXOC3L4 (Exocyst Complex Component 3 Like 4) is a member of the exocyst complex family. Based on available mouse knockout data (e.g., from the International Mouse Phenotyping Consortium, IMPC), EXOC3L4 knockout mice are viable and fertile with no reported survival impairment. There is no strong evid"
obscure,FHIP2B,B,0,B,1,True,0,"FHIP2B (FHF complex subunit HOOK interacting protein 2B) is a component of the FHF (FHIP-Hook-FTS) complex involved in endosomal trafficking/dynein regulation. It is a relatively recently characterized gene. Based on available mouse knockout data (e.g., from the International Mouse Phenotyping Conso"
obscure,FPGS,B,0,A,0,True,0,"FPGS (folylpolyglutamate synthetase) is an enzyme that adds glutamate residues to folates, retaining them within cells. It is essential for folate metabolism and one-carbon transfer reactions critical for nucleotide synthesis, DNA replication, and methylation.  Homozygous knockout of FPGS in mice ha"
obscure,GM5547,B,0,B,1,True,0,"GM5547 is a mouse gene. Based on my knowledge of mouse knockout phenotype databases (such as IMPC - International Mouse Phenotyping Consortium and MGI), GM5547 appears to be a predicted gene with limited characterized function.   Looking at available knockout phenotype data: GM5547 knockouts have be"
obscure,GPATCH3,B,0,B,1,True,0,"GPATCH3 (G-patch domain containing protein 3) is a relatively poorly characterized gene. Based on available literature and databases (e.g., MGI - Mouse Genome Informatics), GPATCH3 knockout mice have been generated and studied. According to MGI data, homozygous GPATCH3 knockout mice are viable and f"
obscure,H2AB3,B,0,B,1,True,0,"H2AB3 encodes a histone H2A variant (H2A.B3), which is a non-canonical histone. Histone H2A.B variants are expressed in specific tissues (notably testis and brain) and are involved in chromatin regulation, but they are not essential core histones. Loss of a single non-canonical histone variant typic"
obscure,INTS11,A,1,A,1,True,0,"INTS11 encodes the catalytic subunit of the Integrator complex, which has endonuclease activity essential for snRNA 3' end processing and regulation of RNA Pol II transcription. The Integrator complex is required for fundamental cellular processes including transcription and RNA processing.  In mice"
obscure,IPO7,A,1,B,0,True,0,"IPO7 encodes Importin 7, a nuclear import receptor involved in transporting cargo proteins (including histones and ribosomal proteins) into the nucleus.   Looking at what's known about IPO7 knockout mice: Studies have shown that Ipo7 knockout mice are viable and fertile, without major survival defec"
obscure,IQCJ,B,0,B,1,True,0,"IQCJ (IQ motif containing J) is a gene with limited characterized function in mice. Based on available knockout mouse databases (such as IMPC - International Mouse Phenotyping Consortium), IQCJ knockout mice have been generated and phenotyped. The IMPC data indicates that homozygous IQCJ knockout mi"
obscure,LSS,A,1,A,1,True,0,"LSS encodes lanosterol synthase, an enzyme critical for cholesterol biosynthesis (converts oxidosqualene to lanosterol). Cholesterol is essential for cell membrane integrity, steroid hormone synthesis, and many developmental processes. Complete loss of LSS function would be expected to severely impa"
obscure,MED12L,B,0,B,1,True,0,"MED12L (Mediator Complex Subunit 12-Like) is a paralog of MED12, a component of the Mediator complex involved in transcriptional regulation. While MED12 itself is essential (knockout is lethal in mice), MED12L is less well characterized. Based on available literature, Med12l knockout mice have been "
obscure,MINAR1,B,0,B,1,True,0,"MINAR1 (Major Intrinsically Disordered NOTCH2-Associated Receptor 1) is a relatively poorly characterized gene. Based on available literature and mouse knockout databases (e.g., IMPC - International Mouse Phenotyping Consortium), MINAR1 knockout mice have not been reported to show premature lethalit"
obscure,NDUFA11,A,1,A,1,True,0,NDUFA11 encodes a subunit of mitochondrial Complex I (NADH:ubiquinone oxidoreductase). Complex I is the largest enzyme of the mitochondrial respiratory chain and is essential for oxidative phosphorylation. Loss-of-function mutations in Complex I subunits typically cause severe mitochondrial dysfunct
obscure,OBP2B,A,1,B,0,True,0,"OBP2B (Odorant Binding Protein 2B) is a member of the odorant-binding protein family, which are small secreted proteins involved in olfactory signal transduction. These proteins are expressed in the nasal mucosa and are thought to transport odorant molecules to olfactory receptors. Loss-of-function "
obscure,OMD,B,0,B,1,True,0,OMD (osteomodulin) is a small leucine-rich proteoglycan expressed primarily in bone and connective tissue. It plays a role in mineralization and extracellular matrix organization. Knockout mice for OMD have been generated and studied primarily in the context of bone phenotypes. The available literat
obscure,PCDHA2,B,0,B,1,True,0,"PCDHA2 encodes Protocadherin Alpha 2, a member of the clustered protocadherin family involved in neuronal connectivity and self-avoidance. Knockout studies of individual protocadherin alpha genes (including PCDHA2) in mice generally do not result in lethality or significantly shortened lifespan. The"
obscure,PODN,A,1,B,0,True,0,"PODN (Podocan) is a small leucine-rich proteoglycan expressed in various tissues. Based on available literature, Podn knockout mice have been generated and studied primarily in the context of vascular biology and atherosclerosis. The knockout mice are viable and fertile, and there is no reported evi"
obscure,POLR1G,A,1,B,0,True,0,"POLR1G encodes a subunit of RNA polymerase I (and also RNA polymerase III in some contexts). It is involved in ribosomal RNA synthesis, which is essential for ribosome biogenesis and cell viability. However, the specific essentiality of individual polymerase subunits varies—some are absolutely requi"
obscure,POLR3B,A,1,A,1,True,0,"POLR3B encodes the second-largest subunit of RNA Polymerase III (Pol III), which is essential for transcribing small non-coding RNAs including 5S rRNA, tRNAs, and other small RNAs critical for protein synthesis and cell viability. RNA Pol III is an essential enzyme complex; loss of any core subunit "
obscure,PPP4R1,B,0,B,1,True,0,"PPP4R1 encodes a regulatory subunit of protein phosphatase 4 (PP4). PP4 is involved in various cellular processes including DNA damage response, NF-κB signaling, and development. However, PPP4R1 specifically (as a regulatory subunit) is less well-characterized in terms of essential developmental rol"
obscure,PPY,B,0,B,1,True,0,"PPY encodes pancreatic polypeptide, a hormone secreted by the pancreatic islet PP cells. It is involved in regulating appetite and gastrointestinal function. PPY knockout mice have been studied and generally show metabolic phenotypes (such as hyperphagia and obesity) but are viable and do not show p"
obscure,RAPGEFL1,B,0,B,1,True,0,"RAPGEFL1 (Rap GEF-like 1, also known as RA-GEF-2 or PDZGEF2) is a guanine nucleotide exchange factor for Rap GTPases. Based on available literature, RAPGEFL1 knockout mice have been generated and studied. The knockout mice are viable and fertile, without reported premature death or shortened lifespa"
obscure,RPUSD3,A,1,B,0,True,0,"RPUSD3 (RNA pseudouridine synthase D3) is a mitochondrial pseudouridine synthase involved in modifying mitochondrial rRNA. While mitochondrial function is important, loss of RPUSD3 in mice has been studied and does not appear to cause lethality or dramatically shortened lifespan. Knockout mice for m"
obscure,RUVBL2,A,1,A,1,True,0,"RUVBL2 (also known as TIP49b/Reptin) is an AAA+ ATPase that is part of several essential chromatin remodeling complexes (e.g., NuA4/TIP60, INO80, R2TP). It is involved in fundamental cellular processes including DNA damage repair, transcription regulation, ribosome biogenesis, and assembly of protei"
